SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,SYNTHETIC_HGT,SYNTHETIC_PAN,Crude_protein
0.79,0.77,0.65,0.4627,-1.0,0.062668,0.29244,0.3024,16.8185,51.1554,41.516,340627.42075,3832720.615,2.0,3.0,0.0,0.0,231.666666667,12.3333333333,6.69
1.05,0.96,0.75,0.38573,-1.0,0.071115,0.27612,0.55358,12.6844,46.3824,47.4705,340628.9315,3832724.91,1.0,1.0,26.0,0.0,188.0,16.3333333333,4.34
0.93,-1.0,0.76,0.42008,-1.0,0.06735,0.26959,0.46568,12.8926,46.764,56.0811,340630.395,3832729.075,2.0,3.0,26.0,2.0,190.666666667,-1.0,6.39
0.72,-1.0,0.53,0.65784,-1.0,0.066482,0.53739,0.56867,14.9668,49.1727,50.8094,340631.888375,3832733.32375,2.0,1.0,17.0,2.0,116.666666667,-1.0,9.02
0.86,0.65,0.6,0.81174,-1.0,0.061089,0.0,0.59223,14.4314,34.4256,32.7698,340633.418375,3832737.67875,0.0,0.0,0.0,0.0,220.666666667,37.6666666667,4.27
0.81,-1.0,0.6,0.55198,-1.0,0.065841,0.31626,0.36733,7.8889,28.7743,40.6556,340634.9465,3832742.025,1.0,3.0,26.0,0.0,113.333333333,-1.0,8.6
0.49,-1.0,0.36,0.34649,-1.0,0.056543,0.10093,0.24048,5.3703,5.0789,16.534,340636.462125,3832746.33875,2.0,1.0,10.0,0.0,55.0,-1.0,11.73
0.69,-1.0,0.57,0.90159,-1.0,0.055029,-1.0,0.34452,10.566,9.5539,13.6664,340637.95825,3832750.59125,2.0,1.0,10.0,0.0,84.3333333333,-1.0,9.2
1.01,-1.0,0.87,0.17725,-1.0,0.063692,-1.0,0.37106,9.3645,29.6471,34.3367,340639.458375,3832754.86125,1.0,3.0,0.0,0.0,166.0,-1.0,7.11
0.39,-1.0,0.31,0.052591,-1.0,0.068899,-1.0,0.23182,5.4252,22.5381,25.4931,340641.01425,3832759.2875,2.0,1.0,26.0,3.0,65.0,-1.0,13.24
0.66,-1.0,0.49,0.41438,-1.0,0.05177,-1.0,0.18658,6.4501,18.7771,8.4536,340642.52075,3832763.575,2.0,1.0,0.0,9.0,61.0,-1.0,11.24
0.57,-1.0,0.48,0.42865,-1.0,0.064326,-1.0,0.39194,7.858,18.5281,18.6686,340644.036125,3832767.88625,2.0,1.0,29.0,7.0,114.0,-1.0,8.23
0.64,-1.0,0.57,0.64608,-1.0,0.072414,-1.0,0.22926,6.3253,20.7461,14.6007,340645.585875,3832772.295,2.0,1.0,6.0,6.0,93.3333333333,-1.0,10.26
0.54,-1.0,0.47,0.30814,-1.0,0.065328,-1.0,0.26682,8.4312,20.8563,7.6397,340647.09425,3832776.585,2.0,1.0,32.0,0.0,75.6666666667,-1.0,9.59
0.52,-1.0,0.44,0.61135,-1.0,0.055022,-1.0,0.37211,11.9721,20.9527,27.0237,340648.617,3832780.9175,2.0,1.0,10.0,4.0,115.0,-1.0,7.79
0.79,0.75,0.7,0.72458,-1.0,0.060329,-1.0,0.21324,0.84566,14.5728,25.8674,340650.159625,3832784.9875,1.0,3.0,9.0,4.0,208.333333333,18.0,8.17
0.81,-1.0,0.55,0.34694,-1.0,0.071013,-1.0,0.28617,7.3288,19.2381,22.9061,340651.685875,3832789.33625,2.0,1.0,0.0,2.0,67.0,-1.0,12.47
0.39,-1.0,0.25,0.86464,-1.0,0.057216,-1.0,0.41205,-1.0,18.4359,25.5282,340653.209625,3832793.6825,2.0,1.0,21.0,7.0,65.3333333333,-1.0,13.23
0.62,-1.0,0.49,-1.0,-1.0,0.055534,-1.0,0.22174,-1.0,36.5179,30.1994,340654.72975,3832798.01,2.0,1.0,17.0,0.0,98.0,-1.0,8.82
2.33,-1.0,1.97,0.74774,-1.0,0.031918,-1.0,0.18775,-1.0,-1.0,35.6112,340605.045625,3832665.13125,2.0,1.0,29.0,2.0,161.0,-1.0,9.39
0.81,-1.0,0.64,0.51816,-1.0,0.06786,-1.0,0.55384,-1.0,-1.0,44.1261,340606.630375,3832669.6475,2.0,3.0,26.0,7.0,148.0,-1.0,7.85
1.18,-1.0,0.95,0.62113,0.076631,0.079725,-1.0,0.28087,-1.0,-1.0,30.9538,340608.150375,3832673.9825,2.0,1.0,0.0,9.0,109.0,-1.0,8.19
0.89,-1.0,0.7,0.38541,0.038664,0.066621,-1.0,0.45548,-1.0,-1.0,41.1886,340609.4685,3832678.33625,2.0,1.0,36.0,9.0,129.666666667,-1.0,9.42
0.51,-1.0,0.45,0.59823,0.056018,0.08084,-1.0,0.45894,-1.0,-1.0,27.6781,340611.022125,3832682.75625,2.0,1.0,35.0,2.0,127.333333333,-1.0,7.84
0.75,-1.0,0.62,0.7906,0.066955,0.083883,-1.0,0.59831,-1.0,-1.0,48.4664,340612.509625,3832686.98875,2.0,1.0,13.0,7.0,132.0,-1.0,11.58
0.77,-1.0,0.61,0.63296,0.055974,0.076878,-1.0,0.23971,-1.0,-1.0,19.0899,340614.016625,3832691.27875,2.0,1.0,10.0,0.0,90.0,-1.0,7.5
0.77,-1.0,0.58,0.51567,0.062235,0.053063,-1.0,0.38927,-1.0,-1.0,44.2726,340616.998875,3832699.765,2.0,3.0,10.0,0.0,113.666666667,-1.0,7.59
1.45,-1.0,1.15,0.29361,0.078348,0.056376,-1.0,0.47003,-1.0,-1.0,46.7575,340618.518,3832704.08625,2.0,1.0,29.0,2.0,167.0,-1.0,5.8
0.94,-1.0,0.75,0.4088,0.074674,0.080139,-1.0,0.18342,-1.0,-1.0,27.5506,340620.100375,3832708.585,2.0,1.0,10.0,0.0,119.333333333,-1.0,8.44
0.87,-1.0,0.69,0.24188,0.075988,0.067882,0.028208,0.42533,-1.0,-1.0,41.226,340621.615375,3832712.8975,2.0,1.0,13.0,7.0,112.333333333,-1.0,9.51
0.47,-1.0,0.34,0.55803,0.054089,0.067965,0.28383,0.62,-1.0,-1.0,43.8336,340623.125625,3832717.195,2.0,1.0,21.0,7.0,96.6666666667,-1.0,8.18
0.51,-1.0,0.41,0.15564,0.030617,0.050121,4.8e-05,0.36446,-1.0,-1.0,50.6677,340624.6535,3832721.5425,2.0,1.0,5.0,7.0,123.0,-1.0,9.51
1.6,-1.0,1.17,0.82404,0.056519,0.072675,0.001088,0.37526,-1.0,-1.0,38.1078,340626.1835,3832725.8975,2.0,1.0,7.0,4.0,101.666666667,-1.0,13.97
0.84,0.76,0.66,0.51177,0.057725,0.066367,-1.0,0.63432,-1.0,-1.0,59.49,340627.64125,3832730.045,1.0,1.0,10.0,0.0,201.333333333,17.0,5.28
0.89,-1.0,0.72,0.079312,0.064811,0.065346,0.0,0.46158,-1.0,-1.0,48.6055,340629.127875,3832734.2725,2.0,1.0,0.0,9.0,184.0,-1.0,3.51
0.31,-1.0,0.2,0.13003,0.043856,0.064409,0.22154,0.28494,-1.0,-1.0,32.9497,340630.627125,3832738.54,2.0,1.0,5.0,7.0,90.3333333333,-1.0,10.18
0.95,-1.0,0.82,0.50452,0.029719,0.063636,0.20594,0.44015,-1.0,-1.0,33.9411,340632.1465,3832742.8625,2.0,3.0,10.0,10.0,178.666666667,-1.0,8.44
0.63,-1.0,0.54,0.26112,0.089955,0.051232,0.010725,0.33524,-1.0,-1.0,42.2239,340633.69625,3832747.27,2.0,1.0,0.0,9.0,88.0,-1.0,12.74
0.75,-1.0,0.6,0.41249,0.046761,0.048363,0.22327,0.34055,-1.0,-1.0,16.4695,340635.190125,3832751.51875,2.0,1.0,10.0,0.0,133.333333333,-1.0,9.67
0.79,-1.0,0.68,0.34649,0.052902,0.054251,-1.0,0.16604,-1.0,-1.0,29.4132,340636.701375,3832755.81875,2.0,1.0,10.0,0.0,120.333333333,-1.0,9.65
0.92,-1.0,0.7,0.17223,0.075133,0.058852,-1.0,0.40898,-1.0,-1.0,9.0102,340638.263,3832760.26375,2.0,3.0,34.0,0.0,168.666666667,-1.0,6.55
0.54,-1.0,0.42,0.58164,0.054986,0.055269,-1.0,0.2544,-1.0,-1.0,47.1103,340639.77275,3832764.56125,2.0,1.0,0.0,9.0,67.6666666667,-1.0,10.76
0.47,-1.0,0.37,0.015253,0.059919,0.058185,-1.0,0.31811,-1.0,-1.0,18.5662,340641.294625,3832768.88875,2.0,1.0,30.0,7.0,64.6666666667,-1.0,10.23
0.26,-1.0,0.2,0.81119,0.057426,0.064185,-1.0,0.1323,-1.0,-1.0,6.7512,340642.834375,3832773.27,2.0,1.0,32.0,0.0,50.3333333333,-1.0,9.39
0.31,0.26,0.25,0.029873,0.074623,0.056109,0.056951,0.3569,-1.0,-1.0,25.1218,340644.344,3832777.56625,1.0,1.0,25.0,0.0,179.333333333,18.3333333333,6.37
0.46,0.43,0.41,0.56068,0.052939,0.066776,-1.0,0.21322,-1.0,-1.0,30.6409,340645.861375,3832781.88375,1.0,3.0,14.0,11.0,171.0,18.6666666667,5.72
0.28,0.27,0.25,0.3512,0.065078,0.0591,0.088569,0.26659,-1.0,-1.0,31.6806,340647.391875,3832785.8825,1.0,2.0,0.0,0.0,168.0,19.0,5.11
1.32,-1.0,1.1,0.42157,0.030341,0.06296,0.22871,0.65847,-1.0,-1.0,41.286,340650.44125,3832794.5775,1.0,1.0,28.0,0.0,226.0,-1.0,5.51
0.25,0.22,0.21,0.10787,-1.0,0.030908,0.17209,0.47329,-1.0,-1.0,12.3964,340651.993875,3832799.00375,1.0,1.0,32.0,12.0,115.333333333,15.6666666667,8.27
0.91,-1.0,0.73,0.14145,-1.0,0.058354,-1.0,0.54569,8.1048,-1.0,30.988,340606.530125,3832679.2425,1.0,3.0,26.0,2.0,118.0,-1.0,8.07
1.13,1.11,1.06,0.14447,-1.0,0.092711,-1.0,0.45844,9.9643,-1.0,40.2148,340608.10625,3832683.705,1.0,3.0,0.0,0.0,201.333333333,17.0,5.95
0.78,0.69,0.64,0.31292,-1.0,0.079251,-1.0,0.40303,5.7293,-1.0,15.5218,340609.595375,3832687.9175,1.0,3.0,0.0,0.0,216.666666667,23.6666666667,2.57
0.34,0.28,0.22,0.27233,-1.0,0.090423,-1.0,0.57985,21.2901,-1.0,16.3301,340611.088,3832692.145,1.0,1.0,0.0,0.0,203.666666667,20.6666666667,5.16
0.41,0.37,0.33,0.17097,-1.0,0.087224,-1.0,0.46282,7.9255,-1.0,22.4763,340612.628125,3832696.50375,1.0,3.0,8.0,13.0,176.666666667,22.0,6.93
1.04,-1.0,0.89,0.51354,-1.0,0.082852,-1.0,0.7072,17.0478,-1.0,29.9778,340614.112375,3832700.7025,1.0,3.0,0.0,0.0,185.333333333,-1.0,6.6
0.56,0.45,0.42,0.15649,-1.0,0.081251,-1.0,0.31333,11.9555,-1.0,17.8238,340615.668875,3832705.10625,1.0,3.0,0.0,0.0,169.333333333,23.6666666667,3.06
1.17,1.11,1.01,0.42679,-1.0,0.094145,-1.0,0.48859,7.9538,-1.0,27.6217,340617.252125,3832709.585,1.0,3.0,11.0,0.0,238.0,22.6666666667,4.33
0.46,0.42,0.38,0.21675,-1.0,0.084772,-1.0,0.39235,9.5764,-1.0,22.2137,340618.78075,3832713.91375,1.0,3.0,0.0,0.0,166.0,17.6666666667,5.47
0.31,0.26,0.21,0.062677,-1.0,0.081568,-1.0,0.51546,17.366,-1.0,25.4584,340620.303,3832718.2225,1.0,1.0,19.0,0.0,237.666666667,24.0,4.41
1.03,1.01,0.85,0.032218,-1.0,0.10313,-1.0,0.56124,21.3148,-1.0,50.172,340621.81575,3832722.505,1.0,3.0,0.0,0.0,259.0,21.6666666667,4.92
0.94,0.93,0.86,0.077187,-1.0,0.080736,-1.0,0.70236,22.6906,-1.0,38.2533,340623.33925,3832726.81875,1.0,3.0,0.0,0.0,266.0,17.0,3.78
1.4,1.37,1.28,0.65514,-1.0,-1.0,-1.0,0.61254,11.7892,-1.0,39.2383,340624.8045,3832730.965,1.0,3.0,0.0,0.0,292.666666667,17.0,4.48
0.67,0.59,0.54,0.082673,-1.0,-1.0,-1.0,0.61537,13.3704,-1.0,10.5225,340627.81625,3832739.4875,1.0,3.0,31.0,3.0,178.333333333,20.6666666667,3.69
1.73,1.68,1.54,0.17552,-1.0,-1.0,-1.0,0.48221,10.3679,-1.0,19.5871,340629.34825,3832743.825,1.0,3.0,0.0,0.0,238.0,18.6666666667,3.23
1.03,0.99,0.92,0.387,-1.0,0.075471,-1.0,0.60378,7.6172,-1.0,25.2553,340632.39275,3832752.44375,1.0,3.0,0.0,0.0,184.666666667,17.0,5.94
1.3,-1.0,1.12,0.42339,-1.0,0.088233,-1.0,0.51622,12.2107,-1.0,38.7465,340633.916125,3832756.7525,1.0,3.0,26.0,0.0,188.333333333,-1.0,5.9
0.71,-1.0,0.61,0.25011,-1.0,0.10245,-1.0,0.34858,7.3263,-1.0,33.4143,340635.48925,3832761.205,1.0,3.0,26.0,0.0,159.333333333,-1.0,4.57
0.65,-1.0,0.61,0.65758,-1.0,0.087389,-1.0,0.45524,6.7603,-1.0,40.3714,340636.992875,3832765.46125,1.0,3.0,35.0,0.0,205.666666667,-1.0,6.84
0.32,0.3,0.28,0.0062237,-1.0,0.081228,0.080108,0.44791,6.6834,-1.0,25.0966,340640.081375,3832774.2025,1.0,1.0,18.0,9.0,180.333333333,21.3333333333,5.4
0.95,0.92,0.84,-1.0,-1.0,-1.0,-1.0,0.35966,9.0763,-1.0,36.1174,340643.126125,3832782.82,1.0,3.0,2.0,3.0,217.0,11.6666666667,4.28
0.56,-1.0,0.45,0.91958,-1.0,0.082608,0.080187,0.44367,10.0077,-1.0,36.7086,340603.900875,3832680.13625,1.0,3.0,25.0,0.0,113.666666667,-1.0,6.95
0.76,0.74,0.62,0.66801,0.050569,0.095387,-1.0,0.45826,23.7288,-1.0,46.4653,340605.456875,3832684.5825,1.0,1.0,26.0,0.0,158.0,16.3333333333,7.0
1.24,1.18,1.05,0.68917,0.071396,0.083789,-1.0,0.38918,19.5432,-1.0,39.7065,340606.934875,3832688.8025,1.0,3.0,25.0,13.0,199.0,18.3333333333,3.52
0.16,0.12,0.11,0.45437,0.057326,0.083675,-1.0,0.17909,1.0993,-1.0,9.6868,340608.442375,3832693.11125,1.0,1.0,26.0,0.0,140.0,16.6666666667,8.83
0.79,0.74,0.67,0.063063,0.045025,0.095301,-1.0,0.38433,14.5835,-1.0,43.9733,340611.386375,3832701.52,1.0,1.0,33.0,0.0,158.333333333,18.3333333333,6.15
1.03,1.01,0.87,0.12057,0.092125,0.083049,-1.0,0.39707,19.7374,-1.0,44.9367,340612.9255,3832705.915,1.0,3.0,35.0,0.0,197.0,14.3333333333,7.88
1.52,1.45,1.23,0.1805,0.082505,0.085473,-1.0,0.50129,32.0779,-1.0,48.7802,340614.522625,3832710.47875,1.0,1.0,31.0,0.0,225.0,20.0,6.98
0.54,0.52,0.46,0.49879,0.079937,0.077844,-1.0,0.28221,14.4823,-1.0,39.7951,340616.036375,3832714.8025,1.0,3.0,10.0,0.0,273.0,32.6666666667,5.67
0.93,0.83,0.8,0.35487,0.065378,0.084577,-1.0,0.24829,8.5839,-1.0,37.914,340617.548,3832719.1225,1.0,3.0,0.0,0.0,215.0,23.6666666667,5.12
0.67,0.6,0.53,0.48317,0.062013,0.062557,-1.0,0.68333,32.6319,-1.0,32.7669,340622.01825,3832731.89,1.0,3.0,0.0,0.0,194.666666667,21.0,5.1
0.59,0.47,0.44,0.66592,0.072943,0.065835,-1.0,0.57602,22.5802,-1.0,25.8208,340623.51475,3832736.1675,0.0,0.0,0.0,0.0,219.333333333,37.3333333333,3.12
0.8,-1.0,0.63,0.48364,0.062499,0.084578,-1.0,0.30439,9.4514,-1.0,48.2921,340625.029875,3832740.49625,1.0,3.0,36.0,2.0,108.666666667,-1.0,9.94
1.5,1.47,1.36,0.39369,0.075497,0.073004,-1.0,0.57223,22.6167,-1.0,53.1028,340626.547375,3832744.83,1.0,3.0,0.0,0.0,248.333333333,17.6666666667,4.87
0.81,-1.0,0.66,0.095314,0.076443,0.075234,-1.0,0.40834,16.7529,-1.0,37.6369,340628.077875,3832749.2025,1.0,3.0,26.0,0.0,230.0,-1.0,4.66
1.25,1.23,1.1,0.19864,0.080115,0.094488,-1.0,0.34996,12.6044,-1.0,21.9536,340629.545,3832753.395,1.0,3.0,25.0,2.0,226.666666667,20.6666666667,7.2
0.8,0.76,0.72,0.43998,-1.0,0.081314,-1.0,0.30268,6.1124,-1.0,37.7685,340631.045875,3832757.68125,1.0,3.0,0.0,0.0,198.0,23.3333333333,5.63
0.35,0.33,0.29,0.76995,0.037831,0.08729,-1.0,0.23541,5.7394,-1.0,25.5298,340632.6275,3832762.2,1.0,3.0,8.0,0.0,188.666666667,18.0,5.33
0.98,0.95,0.91,0.48232,0.063461,0.071396,-1.0,0.21138,6.3829,-1.0,19.968,340634.108,3832766.42875,1.0,1.0,0.0,0.0,224.333333333,22.3333333333,4.71
0.41,-1.0,0.32,0.15543,0.053722,0.074106,-1.0,0.33064,7.9391,-1.0,28.598,340635.585875,3832770.64875,1.0,1.0,25.0,12.0,125.666666667,-1.0,5.46
0.43,0.42,0.37,0.78766,0.053782,0.079968,-1.0,0.34808,5.2497,-1.0,21.6871,340638.673,3832779.4675,1.0,3.0,33.0,1.0,224.333333333,21.3333333333,5.09
0.48,0.47,0.43,0.80829,0.03064,-1.0,-1.0,0.52879,15.4749,-1.0,28.2318,340640.1695,3832783.7425,1.0,3.0,0.0,0.0,178.666666667,12.0,5.27
0.64,0.59,0.53,0.23641,-1.0,0.084247,-1.0,0.66068,16.908,-1.0,39.7052,340600.827875,3832681.2025,1.0,3.0,31.0,3.0,190.0,22.3333333333,4.36
1.21,-1.0,1.0,0.075557,-1.0,0.076109,-1.0,0.68575,40.708,-1.0,62.3607,340602.39125,3832685.6525,1.0,3.0,26.0,0.0,283.0,-1.0,7.3
0.81,0.79,0.72,0.34677,0.064552,0.07659,-1.0,0.51982,19.9543,-1.0,47.6626,340603.884875,3832689.905,1.0,3.0,0.0,0.0,232.666666667,17.6666666667,5.62
0.67,0.61,0.59,0.42602,0.03324,0.080913,-1.0,0.56326,20.6713,-1.0,7.7186,340605.398375,3832694.2125,1.0,3.0,25.0,3.0,181.666666667,20.6666666667,6.26
0.47,0.41,0.37,0.33866,0.046858,0.097402,-1.0,0.5249,19.1333,-1.0,30.8254,340606.91175,3832698.52125,1.0,3.0,0.0,0.0,164.0,16.0,2.82
1.11,-1.0,0.94,0.19295,0.02719,0.094936,-1.0,0.30116,15.4296,-1.0,39.3544,340608.364625,3832702.655,1.0,3.0,14.0,9.0,171.0,-1.0,4.83
0.29,0.22,0.12,0.32944,0.064189,0.07354,-1.0,0.87125,25.7382,-1.0,17.5906,340609.915625,3832707.07125,1.0,3.0,8.0,16.0,200.0,27.6666666667,4.11
1.2,1.17,1.05,0.25093,0.032189,0.086192,-1.0,0.45419,26.3035,-1.0,40.8078,340611.495875,3832711.5675,1.0,3.0,21.0,12.0,274.0,20.6666666667,5.02
0.63,0.52,0.5,0.26293,0.085137,0.076516,-1.0,0.78979,27.2144,-1.0,28.6883,340613.004875,3832715.8625,1.0,3.0,0.0,0.0,194.0,19.6666666667,5.32
0.96,0.86,0.77,0.63196,0.063064,0.085183,-1.0,0.49748,16.0978,-1.0,35.2191,340616.065,3832724.57,1.0,3.0,0.0,0.0,191.0,22.6666666667,3.86
0.46,0.38,0.36,0.23303,0.055866,0.083401,-1.0,0.51924,15.9576,-1.0,20.3507,340619.016625,3832732.97375,1.0,3.0,0.0,0.0,161.666666667,17.6666666667,4.18
0.73,0.65,0.59,0.10993,0.037555,0.084369,-1.0,0.44864,8.6466,-1.0,14.5279,340620.501375,3832737.19875,1.0,3.0,0.0,0.0,172.0,21.0,4.01
0.82,-1.0,0.67,0.41103,0.038534,0.086994,-1.0,0.52603,18.5384,-1.0,38.7442,340622.017875,3832741.515,1.0,3.0,26.0,0.0,142.0,-1.0,6.89
0.68,0.62,0.56,0.37211,0.037176,0.078188,-1.0,0.45311,14.6391,-1.0,27.1507,340625.0645,3832750.1875,1.0,3.0,15.0,0.0,201.0,10.3333333333,6.23
0.84,0.79,0.79,0.085452,0.066925,0.084415,-1.0,0.33352,7.7742,-1.0,26.1702,340626.571125,3832754.47375,1.0,3.0,0.0,0.0,168.333333333,17.6666666667,4.23
0.79,0.75,0.69,0.83452,0.04198,0.087602,-1.0,0.44803,9.2832,-1.0,30.2385,340628.077625,3832758.75875,1.0,3.0,0.0,11.0,183.666666667,18.0,5.85
0.54,0.51,0.49,0.14105,0.055937,0.065955,-1.0,0.18543,6.8133,-1.0,20.5639,340631.117,3832767.4125,1.0,3.0,0.0,0.0,178.0,21.3333333333,6.89
0.41,0.4,0.37,0.051943,0.035979,0.069548,-1.0,0.51936,17.9249,-1.0,36.7464,340635.702875,3832780.4625,1.0,1.0,26.0,2.0,231.0,11.6666666667,5.57
0.83,0.8,0.73,0.75871,0.020358,0.062898,-1.0,0.4455,12.034,-1.0,40.729,340637.219875,3832784.78125,1.0,3.0,0.0,0.0,203.0,17.3333333333,5.25
0.21,0.18,0.11,-1.0,-1.0,-1.0,-1.0,-1.0,1.071,-1.0,-1.0,340598.253625,3832681.97625,1.0,2.0,10.0,0.0,80.6666666667,24.6666666667,9.77
0.12,0.06,0.05,-1.0,-1.0,-1.0,-1.0,-1.0,2.7273,-1.0,-1.0,340599.815125,3832686.42625,1.0,1.0,25.0,2.0,73.0,20.0,7.3
0.5,0.45,0.41,-1.0,-1.0,-1.0,-1.0,-1.0,4.774,-1.0,-1.0,340601.292,3832690.63375,1.0,3.0,0.0,0.0,151.333333333,15.0,5.74
0.31,0.27,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,1.4727,-1.0,-1.0,340604.326375,3832699.28125,1.0,2.0,10.0,0.0,88.3333333333,29.0,9.41
0.39,0.31,0.28,-1.0,-1.0,-1.0,-1.0,-1.0,3.5532,-1.0,-1.0,340607.30625,3832707.77,1.0,1.0,0.0,0.0,131.666666667,17.6666666667,7.63
0.65,0.59,0.54,-1.0,-1.0,-1.0,-1.0,-1.0,6.485,-1.0,-1.0,340608.901875,3832712.3175,1.0,2.0,37.0,2.0,117.0,15.0,7.6
0.24,0.19,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,7.0809,-1.0,-1.0,340610.409375,3832716.61375,1.0,3.0,0.0,0.0,109.0,19.3333333333,4.3
0.25,0.23,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,5.0807,-1.0,-1.0,340613.475,3832725.35,1.0,2.0,12.0,2.0,115.666666667,25.0,7.4
0.17,0.13,0.09,-1.0,-1.0,-1.0,-1.0,-1.0,13.408,-1.0,-1.0,340614.98225,3832729.64875,1.0,2.0,26.0,0.0,59.3333333333,12.6666666667,6.77
0.29,0.24,0.22,-1.0,-1.0,-1.0,-1.0,-1.0,7.737,-1.0,-1.0,340617.895625,3832737.95,1.0,1.0,0.0,0.0,129.333333333,24.6666666667,5.73
0.21,0.17,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,7.3786,-1.0,-1.0,340619.404625,3832742.2475,1.0,3.0,0.0,0.0,102.666666667,14.6666666667,8.33
0.88,0.66,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,11.5463,-1.0,-1.0,340620.92975,3832746.59625,0.0,0.0,0.0,0.0,207.333333333,37.6666666667,4.11
0.81,0.72,0.65,-1.0,-1.0,-1.0,-1.0,-1.0,12.0526,-1.0,-1.0,340622.463625,3832750.9675,1.0,2.0,37.0,2.0,107.0,17.3333333333,6.75
0.35,0.29,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,5.6476,-1.0,-1.0,340625.440875,3832759.45,1.0,2.0,0.0,0.0,105.666666667,18.6666666667,7.42
0.28,0.25,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,3.6255,-1.0,-1.0,340627.013375,3832763.9325,1.0,2.0,15.0,0.0,90.3333333333,20.0,10.09
0.42,0.4,0.37,-1.0,-1.0,-1.0,-1.0,-1.0,3.2538,-1.0,-1.0,340628.515,3832768.21125,1.0,1.0,27.0,0.0,142.0,22.0,8.28
0.26,0.25,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,1.5852,-1.0,-1.0,340630.021375,3832772.50375,1.0,3.0,0.0,0.0,115.333333333,14.3333333333,4.38
0.25,0.23,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,4.117,-1.0,-1.0,340633.093,3832781.2575,1.0,1.0,4.0,0.0,106.666666667,12.6666666667,6.95
0.59,0.56,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,7.1139,-1.0,-1.0,340634.603625,3832785.5575,1.0,1.0,0.0,0.0,161.333333333,14.3333333333,2.87
0.2,0.12,0.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340618.14425,3832747.5375,1.0,2.0,0.0,0.0,80.0,21.0,6.02
0.23,0.14,0.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340619.676,3832751.90375,1.0,2.0,0.0,0.0,76.6666666667,20.6666666667,7.34
0.33,0.23,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340625.723,3832769.14375,1.0,3.0,26.0,0.0,137.333333333,17.3333333333,4.88
0.19,0.17,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340627.228375,3832773.43375,1.0,2.0,0.0,0.0,61.6666666667,10.6666666667,6.98
0.51,0.43,0.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340628.788875,3832777.8825,1.0,2.0,25.0,12.0,107.333333333,17.3333333333,6.11
0.41,0.38,0.37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,340630.301,3832782.19375,1.0,1.0,35.0,0.0,98.6666666667,16.3333333333,5.75
