SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,SYNTHETIC_HGT,SYNTHETIC_PAN,Crude_protein
0.49,-1.0,0.4,0.63775,0.038799,-1.0,0.19767,0.46155,-1.0,-1.0,11.7661,340641.731,3832681.84625,2.0,1.0,21.0,7.0,90.6666666667,-1.0,11.57
2.31,-1.0,1.91,0.56234,0.040974,-1.0,0.24614,0.43012,-1.0,-1.0,45.8653,340643.294,3832686.27625,2.0,1.0,10.0,0.0,149.666666667,-1.0,8.84
1.41,-1.0,1.16,0.9973,0.024195,-1.0,0.34228,0.32222,-1.0,-1.0,30.5689,340644.790625,3832690.52,2.0,1.0,0.0,9.0,130.333333333,-1.0,8.43
1.54,-1.0,1.26,0.61489,0.044169,-1.0,0.23911,0.34883,-1.0,-1.0,43.0793,340646.302625,3832694.8,2.0,1.0,36.0,0.0,148.333333333,-1.0,8.73
0.84,-1.0,0.76,0.074714,0.078464,-1.0,0.16535,0.16857,-1.0,-1.0,39.852,340647.833625,3832699.1375,1.0,1.0,10.0,0.0,235.666666667,-1.0,9.66
2.57,-1.0,2.07,0.76706,0.059985,-1.0,0.26683,0.56427,-1.0,-1.0,59.1756,340649.374375,3832703.50375,2.0,3.0,26.0,9.0,247.666666667,-1.0,5.31
1.68,-1.0,1.44,0.034331,0.069962,-1.0,0.27989,0.61049,-1.0,-1.0,44.2795,340650.88125,3832707.7725,2.0,3.0,10.0,0.0,224.333333333,-1.0,7.15
1.11,-1.0,0.86,0.46169,0.080498,-1.0,0.24246,0.43248,-1.0,-1.0,33.3473,340652.339,3832711.91,2.0,3.0,27.0,0.0,157.666666667,-1.0,5.56
0.97,-1.0,0.74,0.28486,0.042766,-1.0,0.35649,0.40503,-1.0,-1.0,23.2128,340653.87325,3832716.25,2.0,1.0,0.0,9.0,80.0,-1.0,10.13
0.95,-1.0,0.78,0.119,0.062641,-1.0,0.18119,0.20854,-1.0,-1.0,12.5743,340655.391,3832720.5525,2.0,1.0,0.0,6.0,77.6666666667,-1.0,12.29
0.92,-1.0,0.8,0.9983,-1.0,-1.0,0.35263,0.55096,-1.0,-1.0,26.7074,340656.91,3832724.85625,2.0,1.0,17.0,9.0,187.333333333,-1.0,4.77
0.46,-1.0,0.4,0.035737,-1.0,-1.0,0.38145,0.34444,-1.0,-1.0,32.5371,340658.419875,3832729.13375,2.0,1.0,13.0,7.0,86.0,-1.0,11.95
1.11,-1.0,0.96,0.33805,0.052844,-1.0,0.35155,0.44356,-1.0,-1.0,38.7563,340659.93075,3832733.4175,2.0,1.0,5.0,7.0,174.666666667,-1.0,7.2
0.82,-1.0,0.66,0.99653,0.032597,-1.0,0.39727,0.35828,-1.0,-1.0,38.9802,340661.489375,3832737.8325,2.0,1.0,26.0,9.0,120.333333333,-1.0,9.1
0.39,-1.0,0.28,0.99982,0.040268,-1.0,0.26048,0.31744,-1.0,-1.0,14.4071,340663.031,3832742.2,2.0,1.0,21.0,7.0,72.3333333333,-1.0,9.71
0.71,-1.0,0.67,0.65627,0.079995,-1.0,0.3299,0.4366,-1.0,-1.0,24.2239,340664.541125,3832746.48,2.0,1.0,18.0,7.0,119.333333333,-1.0,9.0
0.72,-1.0,0.57,0.19408,0.03196,-1.0,0.21,0.20525,-1.0,-1.0,28.7651,340666.07275,3832750.8175,2.0,1.0,0.0,7.0,83.0,-1.0,8.52
0.68,-1.0,0.52,0.99677,0.03068,-1.0,0.38114,0.33516,-1.0,-1.0,21.678,340667.604,3832755.15625,2.0,1.0,21.0,7.0,59.3333333333,-1.0,16.51
0.97,-1.0,0.8,0.19691,0.044653,-1.0,0.32421,0.25242,-1.0,-1.0,30.8369,340669.126125,3832759.47,2.0,1.0,0.0,9.0,93.3333333333,-1.0,10.59
1.25,-1.0,0.99,0.30301,0.028947,-1.0,0.33403,0.30037,-1.0,-1.0,21.3723,340670.655625,3832763.8025,2.0,1.0,10.0,0.0,157.333333333,-1.0,7.26
0.34,-1.0,0.29,0.09316,0.0445,-1.0,0.29228,0.19642,-1.0,-1.0,21.7531,340672.183,3832768.1325,2.0,1.0,0.0,14.0,62.3333333333,-1.0,14.87
0.65,-1.0,0.53,0.98178,0.027544,-1.0,0.091862,0.28193,-1.0,-1.0,24.3865,340673.672625,3832772.3525,2.0,1.0,30.0,7.0,100.0,-1.0,11.52
0.99,-1.0,0.83,0.86905,0.033014,-1.0,0.35795,0.35107,-1.0,-1.0,40.5915,340675.167625,3832776.52,2.0,1.0,0.0,9.0,126.333333333,-1.0,11.06
1.19,-1.0,1.15,0.60089,0.046784,-1.0,0.1891,0.41306,-1.0,-1.0,27.2595,340676.674,3832780.79125,2.0,3.0,10.0,4.0,144.333333333,-1.0,10.22
0.37,-1.0,0.29,0.55306,0.037831,-1.0,0.38617,0.30161,-1.0,-1.0,4.2294,340678.171125,3832785.0375,2.0,1.0,0.0,9.0,67.6666666667,-1.0,15.48
1.18,-1.0,1.02,0.27367,0.061975,-1.0,0.19204,0.39971,-1.0,-1.0,22.5562,340679.697375,3832789.36375,2.0,3.0,10.0,10.0,156.0,-1.0,9.35
1.3,-1.0,1.02,0.24909,0.064482,0.0497635,-1.0,-1.0,11.9206,42.64905,-1.0,340629.882625,3832656.90125,2.0,1.0,36.0,6.0,113.333333333,-1.0,7.77
1.09,-1.0,0.88,0.35889,0.056038,0.072224,-1.0,-1.0,7.6162,49.90925,-1.0,340631.42475,3832661.27375,2.0,3.0,10.0,4.0,158.333333333,-1.0,5.19
1.17,-1.0,0.94,0.45536,0.039854,0.0837805,-1.0,-1.0,8.1746,32.3642,-1.0,340632.94275,3832665.5825,2.0,1.0,0.0,9.0,112.666666667,-1.0,9.84
2.13,-1.0,1.74,0.040969,0.067117,0.074377,-1.0,-1.0,10.1583,37.82785,-1.0,340634.385875,3832669.81125,2.0,1.0,18.0,3.0,165.0,-1.0,8.79
0.4,0.34,0.33,0.55646,0.041991,0.058292,-1.0,-1.0,4.9979,25.4827,-1.0,340635.932,3832674.1975,0.0,0.0,0.0,0.0,175.666666667,30.3333333333,5.08
0.94,-1.0,0.78,0.61958,0.036869,0.0723905,-1.0,-1.0,9.0651,12.6482,-1.0,340637.455625,3832678.515,2.0,1.0,10.0,0.0,150.666666667,-1.0,9.31
0.61,-1.0,0.43,0.99762,0.031122,0.07438,-1.0,-1.0,4.3279,15.7673,-1.0,340638.984375,3832682.8475,2.0,1.0,0.0,9.0,83.0,-1.0,11.01
1.06,-1.0,0.82,0.27329,0.07055,0.072959,-1.0,-1.0,11.8901,28.44145,-1.0,340640.526625,3832687.22125,2.0,1.0,0.0,9.0,104.0,-1.0,10.7
1.12,-1.0,0.88,0.43491,0.046189,0.0683345,-1.0,-1.0,1.8899,12.6589,-1.0,340642.012375,3832691.435,2.0,1.0,10.0,0.0,75.6666666667,-1.0,11.57
1.26,-1.0,1.07,0.52907,0.055416,0.0683785,-1.0,-1.0,17.411,57.8318,-1.0,340643.53675,3832695.75375,1.0,1.0,21.0,7.0,158.0,-1.0,8.22
1.43,-1.0,1.12,0.66723,0.054476,0.0635845,-1.0,-1.0,11.8006,50.61145,-1.0,340645.064625,3832700.085,2.0,1.0,10.0,0.0,198.0,-1.0,7.21
1.03,1.02,0.84,0.34969,0.067702,0.076779,-1.0,-1.0,7.2711,37.1083,-1.0,340646.598625,3832704.4325,1.0,1.0,10.0,0.0,235.0,17.0,6.64
0.76,-1.0,0.57,0.5215,0.04769,0.077579,-1.0,-1.0,1.6301,25.7835,-1.0,340648.12275,3832708.75375,2.0,1.0,0.0,2.0,87.6666666667,-1.0,9.23
1.24,-1.0,1.06,0.53115,0.059787,0.0786015,-1.0,-1.0,7.1363,31.08375,-1.0,340649.57025,3832712.86,2.0,1.0,0.0,9.0,89.3333333333,-1.0,10.01
0.66,-1.0,0.53,0.020535,0.030411,0.062468,-1.0,-1.0,6.931,27.699,-1.0,340651.0775,3832717.13,2.0,1.0,0.0,2.0,86.3333333333,-1.0,9.22
0.6,-1.0,0.52,0.497,0.045994,0.0596315,-1.0,-1.0,8.7018,22.1961,-1.0,340652.61875,3832721.495,2.0,3.0,10.0,4.0,121.666666667,-1.0,6.82
0.58,-1.0,0.43,0.2574,0.051007,0.0675845,-1.0,-1.0,7.3756,17.99855,-1.0,340654.148375,3832725.8325,2.0,1.0,30.0,7.0,69.0,-1.0,9.43
0.5,-1.0,0.43,0.41346,0.047696,0.063852,-1.0,-1.0,8.3773,21.4973,-1.0,340655.6605,3832730.12,2.0,1.0,29.0,2.0,94.3333333333,-1.0,8.66
0.73,-1.0,0.59,0.59143,0.046293,0.061771,-1.0,-1.0,9.3298,27.62145,-1.0,340657.16625,3832734.39,2.0,1.0,32.0,0.0,83.6666666667,-1.0,12.02
1.12,-1.0,0.93,0.66694,0.042326,0.068294,-1.0,-1.0,10.9501,34.371,-1.0,340658.72775,3832738.815,1.0,3.0,10.0,6.0,191.0,-1.0,6.03
0.61,-1.0,0.48,0.093646,0.053733,0.0608725,-1.0,-1.0,2.9581,11.6504,-1.0,340660.263875,3832743.16875,2.0,1.0,10.0,0.0,65.3333333333,-1.0,8.8
0.81,-1.0,0.71,0.38785,0.063221,0.065288,-1.0,-1.0,2.0888,11.8803,-1.0,340661.764375,3832747.42125,2.0,1.0,33.0,12.0,126.666666667,-1.0,9.26
1.23,-1.0,1.08,0.33283,0.054236,0.072953,-1.0,-1.0,2.955,14.87825,-1.0,340663.30175,3832751.77625,2.0,3.0,26.0,5.0,160.0,-1.0,7.36
1.45,-1.0,1.25,0.77822,0.029524,0.065801,-1.0,-1.0,3.2514,5.46245,-1.0,340664.83525,3832756.1275,2.0,1.0,10.0,0.0,124.666666667,-1.0,11.95
0.96,-1.0,0.85,0.7572,0.029228,0.061716,-1.0,-1.0,9.0214,7.8985,-1.0,340666.353,3832760.43125,2.0,1.0,10.0,0.0,93.0,-1.0,12.24
1.37,-1.0,1.15,0.66048,0.029415,0.063831,-1.0,-1.0,8.0257,16.4157,-1.0,340667.888625,3832764.7825,2.0,3.0,10.0,0.0,143.666666667,-1.0,7.2
0.65,-1.0,0.51,0.58165,0.048015,0.0542455,-1.0,-1.0,10.8726,15.04655,-1.0,340669.43025,3832769.15,2.0,1.0,10.0,0.0,80.3333333333,-1.0,12.62
0.67,-1.0,0.55,0.52166,0.037602,0.06074,-1.0,-1.0,9.0188,13.4538,-1.0,340670.897,3832773.30875,2.0,1.0,10.0,0.0,94.3333333333,-1.0,10.5
0.64,-1.0,0.52,0.55248,0.046204,0.067177,-1.0,-1.0,3.5172,17.97805,-1.0,340672.388375,3832777.4575,2.0,1.0,10.0,0.0,67.6666666667,-1.0,11.64
1.3,-1.0,1.05,0.75435,0.044007,0.075817,-1.0,-1.0,6.5742,17.75395,-1.0,340673.901375,3832781.75125,2.0,3.0,26.0,2.0,160.333333333,-1.0,7.91
0.35,-1.0,0.28,-1.0,-1.0,0.078113,-1.0,-1.0,11.041,39.4508,-1.0,340675.39175,3832785.9775,2.0,1.0,29.0,0.0,68.3333333333,-1.0,14.97
0.79,-1.0,0.65,-1.0,-1.0,0.039127,-1.0,-1.0,3.0881,5.3168,-1.0,340676.917125,3832790.305,2.0,3.0,10.0,0.0,99.3333333333,-1.0,9.92
0.97,-1.0,0.82,0.62768,-1.0,-1.0,0.28536,0.4751,4.80865,-1.0,24.2321,340627.53225,3832657.50625,2.0,1.0,32.0,0.0,129.0,-1.0,7.82
1.0,-1.0,0.79,0.5156,-1.0,-1.0,0.36951,0.32886,6.59255,-1.0,38.33575,340629.068375,3832661.875,2.0,1.0,0.0,9.0,100.0,-1.0,9.77
0.84,-1.0,0.66,0.26362,-1.0,-1.0,0.25751,0.304555,4.1665,-1.0,33.49555,340630.598625,3832666.225,2.0,1.0,0.0,7.0,125.0,-1.0,7.82
1.26,-1.0,1.06,0.3779,-1.0,-1.0,0.30065,0.42688,7.84725,-1.0,46.0655,340632.05525,3832670.565,2.0,3.0,10.0,0.0,196.666666667,-1.0,7.06
0.83,-1.0,0.66,0.14492,-1.0,-1.0,0.19866,0.31572,5.29815,-1.0,20.5129,340633.590625,3832674.9275,2.0,3.0,20.0,13.0,139.666666667,-1.0,8.0
1.6,-1.0,1.3,0.63657,-1.0,-1.0,0.30665,0.28159,3.3904,-1.0,20.11675,340635.089375,3832679.185,0.0,0.0,0.0,0.0,139.0,-1.0,8.94
0.7,-1.0,0.61,0.61361,-1.0,-1.0,0.25936,0.2818,4.10265,-1.0,19.76815,340636.611625,3832683.51125,2.0,1.0,10.0,0.0,96.0,-1.0,9.09
1.06,-1.0,0.86,0.67842,-1.0,-1.0,0.30567,0.616105,16.7576,-1.0,33.71285,340638.169,3832687.93375,2.0,1.0,21.0,9.0,125.0,-1.0,11.36
1.2,-1.0,0.96,0.26256,-1.0,-1.0,0.094822,0.162985,3.44205,-1.0,12.1665,340639.659375,3832692.17,2.0,1.0,10.0,0.0,93.3333333333,-1.0,9.3
1.25,1.19,1.07,0.078261,-1.0,-1.0,0.26746,0.587195,16.50625,-1.0,37.8428,340641.182875,3832696.49875,1.0,3.0,10.0,0.0,271.0,10.0,6.62
1.1,1.08,0.84,0.15093,-1.0,-1.0,0.23823,0.52288,12.7767,-1.0,52.13605,340642.739125,3832700.92,1.0,3.0,26.0,0.0,190.333333333,12.3333333333,8.52
1.33,-1.0,1.16,0.065994,-1.0,-1.0,0.20256,0.47489,9.86435,-1.0,38.6139,340644.263,3832705.25,2.0,3.0,32.0,0.0,211.0,-1.0,5.88
1.04,-1.0,0.8,0.57126,-1.0,-1.0,0.052186,0.1500285,6.62045,-1.0,24.1099,340645.754,3832709.485,2.0,1.0,26.0,2.0,73.3333333333,-1.0,12.78
0.99,-1.0,0.83,0.72063,-1.0,-1.0,0.26697,0.302935,4.8748,-1.0,32.33825,340647.22075,3832713.655,2.0,1.0,32.0,0.0,108.333333333,-1.0,10.62
0.57,-1.0,0.48,0.27816,-1.0,-1.0,0.23283,0.40452,5.734,-1.0,32.87835,340648.73525,3832717.95625,2.0,3.0,32.0,0.0,61.3333333333,-1.0,11.11
1.2,-1.0,1.02,0.66327,-1.0,-1.0,0.26005,0.23912,3.99495,-1.0,24.44565,340650.2285,3832722.19875,2.0,1.0,10.0,0.0,140.0,-1.0,8.33
1.25,-1.0,1.02,0.67399,-1.0,-1.0,0.26751,0.397005,7.58595,-1.0,22.16595,340651.735125,3832726.47625,2.0,1.0,10.0,4.0,123.666666667,-1.0,8.2
1.55,-1.0,1.27,0.32023,-1.0,-1.0,0.22792,0.406185,9.39035,-1.0,27.0267,340654.779,3832735.125,2.0,3.0,10.0,4.0,156.333333333,-1.0,6.18
1.02,-1.0,0.8,0.45281,-1.0,-1.0,0.086117,0.35242,7.4698,-1.0,27.8749,340656.331875,3832739.5375,2.0,1.0,19.0,7.0,107.333333333,-1.0,12.15
0.57,-1.0,0.48,0.041353,-1.0,-1.0,0.1573605,0.18416,2.3434,-1.0,22.396,340657.874,3832743.91875,1.0,1.0,10.0,0.0,200.666666667,-1.0,4.77
0.7,-1.0,0.52,0.629505,-1.0,-1.0,0.18109,0.169425,3.14875,-1.0,11.67995,340659.345875,3832748.0975,2.0,1.0,10.0,0.0,93.6666666667,-1.0,9.75
0.34,-1.0,0.27,0.703745,0.032134,-1.0,0.203975,0.21674,2.4784,-1.0,19.28105,340660.87925,3832752.4575,2.0,1.0,18.0,7.0,72.0,-1.0,8.63
1.62,1.58,1.37,0.535635,0.049158,-1.0,0.208985,0.19498,3.34785,-1.0,12.2265,340662.41725,3832756.82875,2.0,2.0,10.0,0.0,220.333333333,23.6666666667,7.68
0.4,-1.0,0.3,0.529165,0.048776,-1.0,0.269715,0.3105,2.1192,-1.0,17.7723,340663.910625,3832761.06875,2.0,1.0,24.0,7.0,94.3333333333,-1.0,10.39
0.47,-1.0,0.39,0.60811,0.06235,-1.0,0.2467,0.22144,3.3894,-1.0,22.49255,340665.424125,3832765.37,2.0,1.0,0.0,2.0,73.3333333333,-1.0,8.84
0.73,-1.0,0.61,0.65548,0.038051,-1.0,0.280545,0.353525,6.0786,-1.0,23.7668,340666.945125,3832769.69125,2.0,1.0,21.0,7.0,83.6666666667,-1.0,10.44
0.7,-1.0,0.52,0.720745,0.041757,-1.0,0.23195,0.259655,3.56175,-1.0,12.37235,340671.491375,3832782.49625,2.0,1.0,0.0,9.0,61.3333333333,-1.0,14.51
0.86,-1.0,0.79,0.54032,0.051289,-1.0,0.28962,0.40506,6.2251,-1.0,21.61895,340672.9935,3832786.7675,1.0,3.0,10.0,2.0,172.666666667,-1.0,7.35
0.34,-1.0,0.28,0.8069,0.046601,-1.0,0.15988,0.321365,2.77595,-1.0,5.84955,340674.523375,3832791.11875,2.0,1.0,18.0,7.0,66.3333333333,-1.0,7.07
1.55,-1.0,1.33,0.58526,0.036962,0.040876,0.12092,0.352,7.5594,38.7423,10.0178,340624.234125,3832658.58875,2.0,1.0,10.0,5.0,166.0,-1.0,8.53
0.91,-1.0,0.71,0.49362,0.029355,0.0944,0.26233,0.25082,16.3795,33.4724,43.7434,340625.7845,3832662.98875,2.0,1.0,0.0,9.0,120.0,-1.0,9.75
0.59,-1.0,0.49,0.55105,0.05457,0.071638,0.36578,0.4492,17.206,39.404,27.1615,340627.303,3832667.29875,1.0,3.0,26.0,0.0,139.0,-1.0,7.12
1.04,-1.0,0.78,0.51921,0.066951,0.086529,0.27096,0.51087,17.1262,49.6167,30.6303,340628.728875,3832671.58625,2.0,3.0,26.0,9.0,168.333333333,-1.0,6.86
0.84,-1.0,0.76,0.33609,0.064129,0.062293,0.27665,0.55184,15.9237,15.59,19.7194,340630.27925,3832675.9825,2.0,1.0,33.0,12.0,131.333333333,-1.0,11.15
0.73,-1.0,0.62,0.060894,0.10738,0.077618,0.20959,0.22855,11.37075,4.4679,9.8979,340631.779875,3832680.23875,2.0,1.0,10.0,0.0,93.0,-1.0,10.26
1.7,-1.0,1.45,0.37377,-1.0,0.069634,0.25261,0.58352,21.20735,46.9469,11.7024,340633.286875,3832684.515,2.0,1.0,10.0,0.0,169.0,-1.0,10.61
1.69,-1.0,1.34,0.26284,0.033738,0.087585,0.27957,0.6736,29.85225,65.8673,49.6813,340634.842125,3832688.92375,2.0,3.0,17.0,2.0,202.666666667,-1.0,4.8
0.75,0.74,0.66,0.20602,0.072567,0.083013,0.30252,0.3821,18.41105,57.4396,43.7126,340636.346375,3832693.195,1.0,1.0,10.0,0.0,280.666666667,30.3333333333,5.16
0.56,-1.0,0.47,0.58977,0.047655,0.078642,0.29982,0.49471,19.7846,52.8767,46.1651,340637.867625,3832697.505,2.0,1.0,0.0,2.0,111.666666667,-1.0,11.87
1.05,-1.0,0.84,0.99751,0.088582,0.087506,0.3386,0.48683,27.2047,43.9687,47.1909,340639.41575,3832701.8975,2.0,1.0,19.0,7.0,119.0,-1.0,12.23
0.4,-1.0,0.27,0.99753,0.03206,0.089864,0.34411,0.38546,13.2563,32.6889,18.0777,340640.946125,3832706.23625,2.0,1.0,3.0,7.0,69.6666666667,-1.0,11.61
0.85,-1.0,0.67,0.36967,0.045604,0.06659,0.27524,0.74064,13.71825,44.7717,19.6589,340642.45775,3832710.5275,2.0,3.0,0.0,2.0,183.666666667,-1.0,6.09
0.53,-1.0,0.42,0.1337,0.04581,0.080799,0.30425,0.46367,16.2357,14.8508,37.3017,340643.94725,3832714.7525,2.0,1.0,30.0,8.0,116.666666667,-1.0,11.94
1.83,-1.0,1.54,0.34853,0.093176,0.068329,0.3088,0.37277,13.96365,12.9421,19.7058,340645.47175,3832719.0725,2.0,3.0,10.0,6.0,149.0,-1.0,7.59
0.58,-1.0,0.37,0.11816,0.076012,0.084708,0.23187,0.49508,15.46275,35.1499,29.2816,340646.977875,3832723.3475,2.0,1.0,21.0,7.0,65.3333333333,-1.0,12.75
0.6,-1.0,0.45,0.53157,0.043295,0.066389,0.31631,0.40738,13.1393,17.6016,25.136,340648.488125,3832727.63,2.0,1.0,17.0,5.0,91.3333333333,-1.0,8.0
0.52,-1.0,0.4,0.25565,0.068111,0.067416,0.22052,0.29187,7.3644,2.7526,19.4578,340649.986625,3832731.87875,2.0,3.0,10.0,0.0,99.0,-1.0,8.87
0.67,-1.0,0.59,0.80628,0.047789,0.071361,0.21572,0.28086,6.38675,6.3814,16.4287,340651.487375,3832736.135,2.0,1.0,23.0,2.0,84.3333333333,-1.0,9.87
0.91,-1.0,0.73,0.098212,0.083773,0.059841,0.23772,0.66251,9.27045,25.8548,21.2297,340653.05175,3832740.575,2.0,3.0,26.0,0.0,148.666666667,-1.0,7.3
0.44,-1.0,0.33,0.31565,0.033053,0.072064,0.31202,0.42202,8.35545,18.2861,29.6481,340654.60175,3832744.97125,2.0,1.0,0.0,9.0,56.3333333333,-1.0,10.46
0.36,-1.0,0.25,0.7473,0.05441,0.055187,0.19473,0.22664,8.3778,1.4332,11.9865,340656.089625,3832749.19125,2.0,1.0,10.0,0.0,53.0,-1.0,8.87
0.38,-1.0,0.32,0.32377,0.065885,0.052843,0.26006,0.2946,2.9368,1.4179,5.3493,340657.6235,3832753.54,2.0,1.0,10.0,4.0,91.6666666667,-1.0,9.02
0.87,-1.0,0.67,0.35852,0.066347,0.048377,0.17502,0.22536,3.4107,0.76256,5.7982,340659.15425,3832757.88375,2.0,1.0,0.0,6.0,63.3333333333,-1.0,13.48
0.5,-1.0,0.39,0.18015,0.072779,0.051266,0.2583,0.29675,5.85585,2.4745,5.034,340660.661875,3832762.15875,2.0,1.0,0.0,2.0,54.6666666667,-1.0,11.38
0.6,-1.0,0.51,0.32933,0.057165,0.050915,0.18063,0.43795,4.00305,8.0941,8.8773,340662.201375,3832766.525,2.0,3.0,10.0,0.0,86.3333333333,-1.0,8.23
0.58,-1.0,0.48,0.27182,0.061941,0.066016,0.26733,0.50828,6.97975,13.2491,16.3832,340663.73025,3832770.8625,2.0,1.0,18.0,7.0,96.0,-1.0,8.28
0.78,-1.0,0.6,0.28833,0.056962,0.071162,0.29406,0.30559,19.84005,22.6354,17.9524,340666.738375,3832779.2525,2.0,1.0,10.0,0.0,80.0,-1.0,10.7
0.44,-1.0,0.35,0.67447,-1.0,0.073581,0.19459,0.2947,8.7801,10.4038,26.1356,340668.270625,3832783.60625,2.0,1.0,32.0,0.0,70.0,-1.0,12.69
0.33,-1.0,0.26,-1.0,-1.0,0.07731,0.13197,0.39839,9.91605,34.0049,21.2716,340669.75875,3832787.8325,2.0,1.0,10.0,0.0,69.6666666667,-1.0,11.49
0.48,-1.0,0.37,-1.0,-1.0,-1.0,0.24376,0.16229,2.7619,14.3149,34.6318,340671.285125,3832792.16375,2.0,1.0,0.0,2.0,68.3333333333,-1.0,10.84
1.09,-1.0,0.93,-1.0,-1.0,0.036114,0.17723,0.20591,-1.0,17.5151,18.3871,340621.4805,3832659.50875,2.0,1.0,10.0,0.0,137.0,-1.0,9.33
0.81,-1.0,0.67,0.26342,0.06727,0.063566,0.22318,0.41727,-1.0,43.2941,30.5421,340623.016125,3832663.86875,2.0,1.0,10.0,4.0,148.333333333,-1.0,7.6
2.34,-1.0,1.87,0.64166,0.044814,0.079725,0.3036,0.33495,-1.0,51.8485,13.7559,340624.525375,3832668.155,0.0,0.0,0.0,0.0,173.333333333,-1.0,5.56
0.66,-1.0,0.51,0.4654,0.030585,0.084732,0.30709,0.44125,-1.0,56.7256,38.9701,340625.950625,3832672.4975,2.0,1.0,21.0,7.0,82.0,-1.0,8.95
1.1,-1.0,0.89,0.36821,0.042595,0.095314,0.18714,0.2645,-1.0,47.4527,26.5754,340627.499875,3832676.89125,2.0,1.0,0.0,9.0,97.0,-1.0,11.45
1.01,0.95,0.73,0.62189,0.046676,0.064641,0.25708,0.3449,-1.0,30.3646,39.3184,340628.994,3832681.13,2.0,1.0,10.0,0.0,189.333333333,32.0,6.24
1.06,-1.0,0.89,0.36128,0.071897,0.076552,0.33495,0.55258,-1.0,68.2755,31.4861,340630.51275,3832685.43625,2.0,1.0,17.0,6.0,116.666666667,-1.0,11.77
0.71,0.53,0.48,0.47722,0.04166,0.051876,0.23404,0.80119,-1.0,51.4726,43.158,340632.074375,3832689.86625,0.0,0.0,0.0,0.0,216.0,41.3333333333,2.69
0.71,-1.0,0.58,0.36139,0.063897,0.078421,0.20193,0.53022,-1.0,54.5128,46.7745,340633.540375,3832694.025,2.0,1.0,0.0,9.0,129.333333333,-1.0,5.93
1.45,-1.0,1.29,0.53178,0.058467,0.060557,0.30722,0.52669,-1.0,53.1837,18.0191,340635.0685,3832698.35875,2.0,3.0,10.0,4.0,213.666666667,-1.0,4.96
1.03,-1.0,0.8,0.34593,0.066325,0.080422,0.26118,0.51336,-1.0,70.6862,33.5748,340636.645375,3832702.82875,2.0,1.0,0.0,9.0,107.666666667,-1.0,7.56
0.32,-1.0,0.24,0.59876,0.048417,0.062237,0.20477,0.35906,-1.0,29.417,46.2968,340638.184375,3832707.1925,2.0,1.0,0.0,9.0,60.6666666667,-1.0,10.58
0.97,-1.0,0.83,0.46455,0.051105,0.077023,0.18438,0.44494,-1.0,30.9893,49.2686,340639.71675,3832711.5425,2.0,1.0,10.0,0.0,169.0,-1.0,6.24
1.36,-1.0,1.13,0.76847,0.046261,0.061723,0.39177,0.28374,-1.0,43.7227,32.561,340641.08625,3832715.4275,2.0,3.0,10.0,0.0,207.333333333,-1.0,6.2
0.48,-1.0,0.37,0.99577,0.042727,0.068392,0.38505,0.48165,-1.0,29.4692,32.792,340642.62875,3832719.8025,2.0,1.0,30.0,7.0,105.0,-1.0,11.61
1.05,-1.0,0.79,0.77157,0.042547,0.074722,0.40969,0.44467,-1.0,29.5497,42.6629,340644.16825,3832724.165,2.0,1.0,29.0,0.0,102.0,-1.0,9.25
1.08,1.02,0.89,0.76896,0.052996,0.080508,0.15582,0.42411,-1.0,46.0631,44.3532,340645.693,3832728.49125,2.0,1.0,26.0,4.0,196.666666667,13.0,4.86
1.22,-1.0,1.03,0.7423,0.04327,0.060164,0.23144,0.33395,-1.0,6.3287,15.1784,340647.192625,3832732.745,2.0,1.0,10.0,0.0,110.666666667,-1.0,8.75
0.29,-1.0,0.21,0.79081,0.040095,0.065946,0.2153,0.25199,-1.0,9.998,16.4264,340648.6705,3832736.935,2.0,1.0,17.0,2.0,53.6666666667,-1.0,9.46
0.94,-1.0,0.78,0.52275,0.048135,0.076225,0.18805,0.20803,-1.0,16.2971,19.9108,340650.218,3832741.32375,2.0,1.0,10.0,0.0,94.6666666667,-1.0,11.5
0.85,-1.0,0.71,0.63284,0.039202,0.05447,0.1836,0.18454,-1.0,16.8498,23.9059,340651.772625,3832745.73375,2.0,1.0,10.0,0.0,95.6666666667,-1.0,13.16
0.62,-1.0,0.49,0.99923,0.031592,0.079832,0.18812,0.22944,-1.0,33.135,28.2205,340653.279875,3832750.00625,2.0,1.0,36.0,0.0,72.0,-1.0,16.08
0.9,-1.0,0.76,0.60057,0.048406,0.057449,0.14244,0.14139,-1.0,0.82345,10.7794,340656.31525,3832758.61625,2.0,3.0,20.0,13.0,115.666666667,-1.0,12.15
0.36,-1.0,0.29,0.50833,0.035868,0.056837,0.18685,0.18953,-1.0,2.8901,10.797,340657.872875,3832763.03625,2.0,1.0,5.0,9.0,43.6666666667,-1.0,13.39
0.42,-1.0,0.34,0.10978,0.071854,0.05803,0.23355,0.21614,-1.0,4.5005,7.2178,340660.93475,3832771.72,1.0,3.0,10.0,0.0,59.3333333333,-1.0,8.51
