Row,Range,Eastings(UTMzone17N),Northings(UTMzone17N)
78.5,16,340630.337,3832729.03
78.5,17,340631.829,3832733.27
78.5,18,340633.339,3832737.57
78.5,19,340634.859,3832741.89
78.5,20,340636.401,3832746.28
78.5,21,340637.906,3832750.55
78.5,22,340639.405,3832754.82
78.5,23,340640.963,3832759.25
78.5,24,340642.476,3832763.55
78.5,25,340643.987,3832767.85
78.5,26,340645.536,3832772.25
78.5,27,340647.054,3832776.57
78.5,28,340648.557,3832780.84
78.5,29,340650.103,3832784.81
78.5,30,340651.629,3832789.16
78.5,31,340653.153,3832793.51
78.5,32,340654.688,3832797.88
79.5,1,340607.089,3832664.54
79.5,2,340608.664,3832669.03
79.5,3,340610.187,3832673.37
79.5,4,340611.684,3832677.63
79.5,5,340613.224,3832682.02
79.5,6,340614.695,3832686.21
79.5,7,340616.304,3832690.8
79.5,8,340617.869,3832695.25
79.5,9,340619.296,3832699.32
79.5,10,340620.752,3832703.47
79.5,11,340622.346,3832708.01
79.5,12,340623.915,3832712.48
79.5,13,340625.379,3832716.65
79.5,14,340626.924,3832721.05
79.5,15,340628.416,3832725.3
79.5,16,340629.873,3832729.45
79.5,17,340631.369,3832733.71
79.5,18,340632.961,3832738.25
79.5,19,340634.513,3832742.67
79.5,20,340635.948,3832746.76
79.5,21,340637.417,3832750.94
79.5,22,340638.919,3832755.22
79.5,23,340640.47,3832759.64
79.5,24,340641.957,3832763.88
79.5,25,340643.484,3832768.23
79.5,26,340645.039,3832772.66
79.5,27,340646.517,3832776.87
79.5,28,340648.099,3832781.38
79.5,29,340649.634,3832785.75
79.5,30,340651.161,3832790.1
79.5,31,340652.684,3832794.44
79.5,32,340654.16,3832798.64
80.5,1,340606.398,3832664.58
80.5,2,340607.976,3832669.08
80.5,3,340609.487,3832673.39
80.5,4,340610.758,3832677.77
80.5,5,340612.31,3832682.18
80.5,6,340613.798,3832686.42
80.5,7,340615.314,3832690.73
80.5,8,340616.852,3832695.1
80.5,9,340618.313,3832699.26
80.5,10,340619.841,3832703.6
80.5,11,340621.416,3832708.08
80.5,12,340622.934,3832712.4
80.5,13,340624.452,3832716.72
80.5,14,340625.967,3832721.03
80.5,15,340627.483,3832725.34
80.5,16,340628.945,3832729.5
80.5,17,340630.436,3832733.74
80.5,18,340631.945,3832738.03
80.5,19,340633.466,3832742.36
80.5,20,340635.008,3832746.74
80.5,21,340636.51,3832751.02
80.5,22,340638.009,3832755.28
80.5,23,340639.568,3832759.72
80.5,24,340641.08,3832764.02
80.5,25,340642.591,3832768.31
80.5,26,340644.14,3832772.72
80.5,27,340645.658,3832777.04
80.5,28,340647.162,3832781.31
80.5,29,340648.71,3832785.27
80.5,30,340650.237,3832789.62
80.5,31,340651.764,3832793.98
80.5,32,340653.299,3832798.35
81.5,1,340605.821,3832665.2
81.5,2,340607.419,3832669.74
81.5,3,340608.968,3832674.15
81.5,4,340610.462,3832678.4
81.5,5,340612.017,3832682.83
81.5,6,340613.507,3832687.07
81.5,7,340614.99,3832691.29
81.5,8,340616.499,3832695.58
81.5,9,340617.933,3832699.67
81.5,10,340619.424,3832703.91
81.5,11,340621.021,3832708.45
81.5,12,340622.531,3832712.75
81.5,13,340624.017,3832716.98
81.5,14,340625.571,3832721.4
81.5,15,340627.147,3832725.89
81.5,16,340628.602,3832730.03
81.5,17,340630.08,3832734.23
81.5,18,340631.55,3832738.42
81.5,19,340633.063,3832742.72
81.5,20,340634.64,3832747.21
81.5,21,340636.114,3832751.4
81.5,22,340637.667,3832755.82
81.5,23,340639.23,3832760.27
81.5,24,340640.737,3832764.56
81.5,25,340642.294,3832768.99
81.5,26,340643.802,3832773.28
81.5,27,340645.288,3832777.51
81.5,28,340646.844,3832781.94
81.5,29,340648.311,3832786.11
81.5,30,340649.752,3832790.22
81.5,31,340651.338,3832794.73
81.5,32,340652.943,3832799.3
82.5,1,340605.017,3832665.03
82.5,2,340606.597,3832669.54
82.5,3,340608.108,3832673.85
82.5,4,340609.369,3832678.24
82.5,5,340610.922,3832682.65
82.5,6,340612.409,3832686.88
82.5,7,340613.924,3832691.2
82.5,8,340615.46,3832695.57
82.5,9,340616.92,3832699.72
82.5,10,340618.448,3832704.07
82.5,11,340620.025,3832708.55
82.5,12,340621.542,3832712.87
82.5,13,340623.06,3832717.19
82.5,14,340624.579,3832721.51
82.5,15,340626.094,3832725.82
82.5,16,340627.553,3832729.97
82.5,17,340629.043,3832734.21
82.5,18,340630.552,3832738.5
82.5,19,340632.073,3832742.83
82.5,20,340633.614,3832747.21
82.5,21,340635.115,3832751.48
82.5,22,340636.612,3832755.74
82.5,23,340638.173,3832760.18
82.5,24,340639.684,3832764.48
82.5,25,340641.194,3832768.78
82.5,26,340642.744,3832773.19
82.5,27,340644.262,3832777.51
82.5,28,340645.766,3832781.79
82.5,29,340647.318,3832785.73
82.5,30,340648.846,3832790.09
82.5,31,340650.374,3832794.45
82.5,32,340651.909,3832798.83
83.5,1,340604.327,3832665.26
83.5,2,340605.908,3832669.77
83.5,3,340607.418,3832674.08
83.5,4,340608.674,3832678.47
83.5,5,340610.228,3832682.89
83.5,6,340611.714,3832687.12
83.5,7,340613.229,3832691.43
83.5,8,340614.764,3832695.8
83.5,9,340616.223,3832699.95
83.5,10,340617.752,3832704.3
83.5,11,340619.33,3832708.79
83.5,12,340620.846,3832713.1
83.5,13,340622.365,3832717.42
83.5,14,340623.885,3832721.75
83.5,15,340625.399,3832726.06
83.5,16,340626.857,3832730.21
83.5,17,340628.346,3832734.44
83.5,18,340629.855,3832738.74
83.5,19,340631.377,3832743.07
83.5,20,340632.917,3832747.45
83.5,21,340634.417,3832751.71
83.5,22,340635.914,3832755.97
83.5,23,340637.476,3832760.42
83.5,24,340638.986,3832764.72
83.5,25,340640.496,3832769.01
83.5,26,340642.047,3832773.42
83.5,27,340643.564,3832777.74
83.5,28,340645.069,3832782.02
83.5,29,340646.621,3832785.96
83.5,30,340648.15,3832790.32
83.5,31,340649.679,3832794.68
83.5,32,340651.214,3832799.06
84.5,1,340603.637,3832665.49
84.5,2,340605.219,3832670
84.5,3,340606.728,3832674.31
84.5,4,340607.98,3832678.7
84.5,5,340609.533,3832683.13
84.5,6,340611.019,3832687.35
84.5,7,340612.533,3832691.66
84.5,8,340614.068,3832696.03
84.5,9,340615.526,3832700.18
84.5,10,340617.055,3832704.53
84.5,11,340618.635,3832709.02
84.5,12,340620.151,3832713.34
84.5,13,340621.669,3832717.66
84.5,14,340623.191,3832721.99
84.5,15,340624.705,3832726.3
84.5,16,340626.161,3832730.44
84.5,17,340627.649,3832734.68
84.5,18,340629.158,3832738.97
84.5,19,340630.68,3832743.3
84.5,20,340632.22,3832747.68
84.5,21,340633.719,3832751.95
84.5,22,340635.216,3832756.21
84.5,23,340636.778,3832760.65
84.5,24,340638.288,3832764.95
84.5,25,340639.798,3832769.24
84.5,26,340641.349,3832773.66
84.5,27,340642.866,3832777.97
84.5,28,340644.371,3832782.26
84.5,29,340645.925,3832786.19
84.5,30,340647.455,3832790.55
84.5,31,340648.984,3832794.92
84.5,32,340650.52,3832799.3
85.5,4,340607.285,3832678.94
85.5,5,340608.839,3832683.36
85.5,6,340610.324,3832687.59
85.5,7,340611.838,3832691.9
85.5,8,340613.372,3832696.26
85.5,9,340614.829,3832700.41
85.5,10,340616.359,3832704.76
85.5,11,340617.939,3832709.26
85.5,12,340619.455,3832713.57
85.5,13,340620.974,3832717.89
85.5,14,340622.497,3832722.23
85.5,15,340624.01,3832726.54
85.5,16,340625.465,3832730.68
85.5,17,340626.952,3832734.91
85.5,18,340628.462,3832739.2
85.5,19,340629.984,3832743.54
85.5,20,340631.523,3832747.92
85.5,21,340633.021,3832752.18
85.5,22,340634.518,3832756.44
85.5,23,340636.081,3832760.89
85.5,24,340637.59,3832765.18
85.5,25,340639.099,3832769.48
85.5,26,340640.651,3832773.89
85.5,27,340642.168,3832778.21
85.5,28,340643.673,3832782.49
86.5,4,340606.59,3832679.17
86.5,5,340608.145,3832683.6
86.5,6,340609.63,3832687.82
86.5,7,340611.143,3832692.13
86.5,8,340612.677,3832696.5
86.5,9,340614.133,3832700.64
86.5,10,340615.663,3832704.99
86.5,11,340617.244,3832709.49
86.5,12,340618.759,3832713.81
86.5,13,340620.278,3832718.13
86.5,14,340621.803,3832722.47
86.5,15,340623.316,3832726.78
86.5,16,340624.769,3832730.91
86.5,17,340626.256,3832735.14
86.5,18,340627.765,3832739.44
86.5,19,340629.287,3832743.77
86.5,20,340630.826,3832748.15
86.5,21,340632.323,3832752.41
86.5,22,340633.82,3832756.67
86.5,23,340635.383,3832761.12
86.5,24,340636.892,3832765.41
86.5,25,340638.401,3832769.71
86.5,26,340639.953,3832774.13
86.5,27,340641.47,3832778.44
86.5,28,340642.976,3832782.73
87.5,4,340605.655,3832679.69
87.5,5,340607.296,3832684.26
87.5,6,340608.798,3832688.44
87.5,7,340610.228,3832692.42
87.5,8,340611.787,3832696.76
87.5,9,340613.355,3832701.12
87.5,10,340614.991,3832705.68
87.5,11,340616.581,3832710.1
87.5,12,340618.15,3832714.47
87.5,13,340619.682,3832718.74
87.5,14,340621.16,3832722.85
87.5,15,340622.715,3832727.18
87.5,16,340624.215,3832731.36
87.5,17,340625.702,3832735.5
87.5,18,340627.273,3832739.87
87.5,19,340628.835,3832744.22
87.5,20,340630.375,3832748.51
87.5,21,340631.904,3832752.77
87.5,22,340633.507,3832757.23
87.5,23,340635.11,3832761.69
87.5,24,340636.598,3832765.84
87.5,25,340638.193,3832770.28
87.5,26,340639.768,3832774.66
87.5,27,340641.29,3832778.9
87.5,28,340642.88,3832783.33
88.5,4,340605.201,3832679.64
88.5,5,340606.757,3832684.07
88.5,6,340608.24,3832688.29
88.5,7,340609.753,3832692.6
88.5,8,340611.285,3832696.96
88.5,9,340612.739,3832701.1
88.5,10,340614.27,3832705.46
88.5,11,340615.854,3832709.96
88.5,12,340617.367,3832714.27
88.5,13,340618.887,3832718.6
88.5,14,340620.415,3832722.95
88.5,15,340621.927,3832727.25
88.5,16,340623.377,3832731.38
88.5,17,340624.862,3832735.61
88.5,18,340626.372,3832739.91
88.5,19,340627.894,3832744.24
88.5,20,340629.432,3832748.62
88.5,21,340630.927,3832752.88
88.5,22,340632.423,3832757.13
88.5,23,340633.988,3832761.59
88.5,24,340635.495,3832765.88
88.5,25,340637.004,3832770.18
88.5,26,340638.558,3832774.6
88.5,27,340640.074,3832778.91
88.5,28,340641.58,3832783.2
89.5,4,340604.864,3832679.99
89.5,5,340606.417,3832684.47
89.5,6,340607.883,3832688.7
89.5,7,340609.378,3832693.01
89.5,8,340610.833,3832697.21
89.5,9,340612.205,3832701.17
89.5,10,340613.767,3832705.67
89.5,11,340615.396,3832710.37
89.5,12,340616.914,3832714.75
89.5,13,340618.399,3832719.04
89.5,14,340619.905,3832723.38
89.5,15,340621.367,3832727.6
89.5,16,340622.814,3832731.77
89.5,17,340624.349,3832736.2
89.5,18,340625.881,3832740.62
89.5,19,340627.382,3832744.95
89.5,20,340628.892,3832749.31
89.5,21,340630.285,3832753.33
89.5,22,340631.802,3832757.7
89.5,23,340633.428,3832762.39
89.5,24,340634.833,3832766.44
89.5,25,340636.218,3832770.44
89.5,26,340637.815,3832775.05
89.5,27,340639.356,3832779.49
89.5,28,340640.821,3832783.72
90.5,4,340603.811,3832680.11
90.5,5,340605.368,3832684.54
90.5,6,340606.85,3832688.76
90.5,7,340608.362,3832693.07
90.5,8,340609.893,3832697.42
90.5,9,340611.346,3832701.56
90.5,10,340612.877,3832705.92
90.5,11,340614.463,3832710.44
90.5,12,340615.976,3832714.74
90.5,13,340617.496,3832719.07
90.5,14,340619.027,3832723.43
90.5,15,340620.538,3832727.73
90.5,16,340621.985,3832731.85
90.5,17,340623.469,3832736.08
90.5,18,340624.978,3832740.38
90.5,19,340626.501,3832744.71
90.5,20,340628.039,3832749.09
90.5,21,340629.531,3832753.34
90.5,22,340631.027,3832757.6
90.5,23,340632.593,3832762.06
90.5,24,340634.099,3832766.35
90.5,25,340635.608,3832770.64
90.5,26,340637.162,3832775.07
90.5,27,340638.678,3832779.38
90.5,28,340640.185,3832783.67
91.5,4,340603.117,3832680.34
91.5,5,340604.674,3832684.78
91.5,6,340606.156,3832688.99
91.5,7,340607.667,3832693.3
91.5,8,340609.197,3832697.66
91.5,9,340610.649,3832701.79
91.5,10,340612.181,3832706.15
91.5,11,340613.768,3832710.67
91.5,12,340615.28,3832714.98
91.5,13,340616.801,3832719.31
91.5,14,340618.333,3832723.67
91.5,15,340619.843,3832727.97
91.5,16,340621.289,3832732.09
91.5,17,340622.772,3832736.31
91.5,18,340624.282,3832740.61
91.5,19,340625.805,3832744.95
91.5,20,340627.342,3832749.32
91.5,21,340628.833,3832753.57
91.5,22,340630.328,3832757.83
91.5,23,340631.896,3832762.29
91.5,24,340633.401,3832766.58
91.5,25,340634.91,3832770.87
91.5,26,340636.464,3832775.3
91.5,27,340637.98,3832779.62
91.5,28,340639.487,3832783.91
92.5,4,340602.422,3832680.57
92.5,5,340603.98,3832685.01
92.5,6,340605.461,3832689.23
92.5,7,340606.972,3832693.53
92.5,8,340608.502,3832697.89
92.5,9,340609.952,3832702.02
92.5,10,340611.484,3832706.38
92.5,11,340613.073,3832710.91
92.5,12,340614.584,3832715.21
92.5,13,340616.105,3832719.54
92.5,14,340617.639,3832723.91
92.5,15,340619.149,3832728.21
92.5,16,340620.593,3832732.32
92.5,17,340622.076,3832736.55
92.5,18,340623.585,3832740.84
92.5,19,340625.109,3832745.18
92.5,20,340626.645,3832749.56
92.5,21,340628.135,3832753.8
92.5,22,340629.63,3832758.06
92.5,23,340631.198,3832762.53
92.5,24,340632.703,3832766.81
92.5,25,340634.211,3832771.11
92.5,26,340635.767,3832775.54
92.5,27,340637.282,3832779.85
92.5,28,340638.79,3832784.14
93.5,4,340600.909,3832681.46
93.5,5,340602.483,3832685.93
93.5,6,340604.021,3832690.29
93.5,7,340605.543,3832694.62
93.5,8,340607.013,3832698.79
93.5,9,340608.48,3832702.95
93.5,10,340610.084,3832707.51
93.5,11,340611.631,3832711.9
93.5,12,340613.137,3832716.18
93.5,13,340614.675,3832720.54
93.5,14,340616.201,3832724.87
93.5,15,340617.701,3832729.13
93.5,16,340619.157,3832733.27
93.5,17,340620.655,3832737.52
93.5,18,340622.194,3832741.89
93.5,19,340623.703,3832746.17
93.5,20,340625.202,3832750.43
93.5,21,340626.763,3832754.86
93.5,22,340628.307,3832759.24
93.5,23,340629.788,3832763.45
93.5,24,340631.245,3832767.58
93.5,25,340632.716,3832771.76
93.5,26,340634.278,3832776.19
93.5,27,340635.852,3832780.66
93.5,28,340637.394,3832785.04
94.5,4,340601.032,3832681.04
94.5,5,340602.592,3832685.48
94.5,6,340604.071,3832689.7
94.5,7,340605.582,3832694
94.5,8,340607.11,3832698.35
94.5,9,340608.558,3832702.48
94.5,10,340610.092,3832706.85
94.5,11,340611.683,3832711.38
94.5,12,340613.193,3832715.68
94.5,13,340614.714,3832720.01
94.5,14,340616.251,3832724.39
94.5,15,340617.76,3832728.69
94.5,16,340619.202,3832732.8
94.5,17,340620.682,3832737.01
94.5,18,340622.191,3832741.31
94.5,19,340623.716,3832745.65
94.5,20,340625.251,3832750.03
94.5,21,340626.74,3832754.27
94.5,22,340628.234,3832758.52
94.5,23,340629.803,3832762.99
94.5,24,340631.307,3832767.28
94.5,25,340632.815,3832771.57
94.5,26,340634.371,3832776
94.5,27,340635.886,3832780.32
94.5,28,340637.394,3832784.62
95.5,4,340600.338,3832681.27
95.5,5,340601.898,3832685.72
95.5,6,340603.376,3832689.93
95.5,7,340604.887,3832694.23
95.5,8,340606.414,3832698.59
95.5,9,340607.862,3832702.71
95.5,10,340609.395,3832707.08
95.5,11,340610.987,3832711.61
95.5,12,340612.497,3832715.91
95.5,13,340614.019,3832720.25
95.5,14,340615.557,3832724.63
95.5,15,340617.066,3832728.93
95.5,16,340618.506,3832733.03
95.5,17,340619.986,3832737.25
95.5,18,340621.495,3832741.55
95.5,19,340623.019,3832745.89
95.5,20,340624.554,3832750.26
95.5,21,340626.042,3832754.5
95.5,22,340627.536,3832758.75
95.5,23,340629.106,3832763.23
95.5,24,340630.609,3832767.51
95.5,25,340632.116,3832771.8
95.5,26,340633.673,3832776.24
95.5,27,340635.188,3832780.55
95.5,28,340636.697,3832784.85
96.5,4,340599.643,3832681.51
96.5,5,340601.204,3832685.95
96.5,6,340602.682,3832690.17
96.5,7,340604.191,3832694.47
96.5,8,340605.718,3832698.82
96.5,9,340607.165,3832702.94
96.5,10,340608.699,3832707.31
96.5,11,340610.292,3832711.85
96.5,12,340611.801,3832716.15
96.5,13,340613.323,3832720.48
96.5,14,340614.863,3832724.87
96.5,15,340616.371,3832729.17
96.5,16,340617.81,3832733.27
96.5,17,340619.289,3832737.48
96.5,18,340620.798,3832741.78
96.5,19,340622.323,3832746.12
96.5,20,340623.857,3832750.5
96.5,21,340625.344,3832754.73
96.5,22,340626.837,3832758.99
96.5,23,340628.408,3832763.46
96.5,24,340629.911,3832767.75
96.5,25,340631.418,3832772.04
96.5,26,340632.976,3832776.47
96.5,27,340634.489,3832780.79
96.5,28,340635.999,3832785.09
97.5,4,340598.948,3832681.74
97.5,5,340600.509,3832686.19
97.5,6,340601.987,3832690.4
97.5,7,340603.496,3832694.7
97.5,8,340605.022,3832699.05
97.5,9,340606.468,3832703.17
97.5,10,340608.003,3832707.54
97.5,11,340609.597,3832712.08
97.5,12,340611.105,3832716.38
97.5,13,340612.628,3832720.72
97.5,14,340614.169,3832725.11
97.5,15,340615.677,3832729.41
97.5,16,340617.114,3832733.5
97.5,17,340618.592,3832737.72
97.5,18,340620.101,3832742.01
97.5,19,340621.626,3832746.36
97.5,20,340623.16,3832750.73
97.5,21,340624.646,3832754.96
97.5,22,340626.139,3832759.22
97.5,23,340627.711,3832763.7
97.5,24,340629.213,3832767.98
97.5,25,340630.72,3832772.27
97.5,26,340632.278,3832776.71
97.5,27,340633.791,3832781.02
97.5,28,340635.301,3832785.32
98.5,4,340598.254,3832681.98
98.5,5,340599.815,3832686.43
98.5,6,340601.292,3832690.63
98.5,7,340602.801,3832694.94
98.5,8,340604.326,3832699.28
98.5,9,340605.771,3832703.4
98.5,10,340607.306,3832707.77
98.5,11,340608.902,3832712.32
98.5,12,340610.409,3832716.61
98.5,13,340611.932,3832720.95
98.5,14,340613.475,3832725.35
98.5,15,340614.982,3832729.65
98.5,16,340616.418,3832733.74
98.5,17,340617.896,3832737.95
98.5,18,340619.405,3832742.25
98.5,19,340620.93,3832746.6
98.5,20,340622.464,3832750.97
98.5,21,340623.948,3832755.2
98.5,22,340625.441,3832759.45
98.5,23,340627.013,3832763.93
98.5,24,340628.515,3832768.21
98.5,25,340630.021,3832772.5
98.5,26,340631.58,3832776.94
98.5,27,340633.093,3832781.26
98.5,28,340634.604,3832785.56
99.5,4,340597.559,3832682.21
99.5,5,340599.121,3832686.66
99.5,6,340600.597,3832690.87
99.5,7,340602.106,3832695.17
99.5,8,340603.631,3832699.51
99.5,9,340605.075,3832703.63
99.5,10,340606.61,3832708
99.5,11,340608.207,3832712.55
99.5,12,340609.714,3832716.85
99.5,13,340611.237,3832721.19
99.5,14,340612.781,3832725.59
99.5,15,340614.288,3832729.89
99.5,16,340615.722,3832733.97
99.5,17,340617.199,3832738.18
99.5,18,340618.708,3832742.48
99.5,19,340620.233,3832746.83
99.5,20,340621.767,3832751.2
99.5,21,340623.25,3832755.43
99.5,22,340624.743,3832759.68
99.5,23,340626.316,3832764.17
99.5,24,340627.817,3832768.44
99.5,25,340629.323,3832772.74
99.5,26,340630.882,3832777.18
99.5,27,340632.395,3832781.49
99.5,28,340633.906,3832785.79
100.5,4,340596.864,3832682.44
100.5,5,340598.427,3832686.9
100.5,6,340599.902,3832691.1
100.5,7,340601.411,3832695.4
100.5,8,340602.935,3832699.75
100.5,9,340604.378,3832703.86
100.5,10,340605.913,3832708.23
100.5,11,340607.511,3832712.79
100.5,12,340609.018,3832717.08
100.5,13,340610.541,3832721.42
100.5,14,340612.087,3832725.83
100.5,15,340613.593,3832730.12
100.5,16,340615.026,3832734.21
100.5,17,340616.502,3832738.42
100.5,18,340618.011,3832742.72
100.5,19,340619.537,3832747.07
100.5,20,340621.07,3832751.44
100.5,21,340622.552,3832755.66
100.5,22,340624.044,3832759.91
100.5,23,340625.619,3832764.4
100.5,24,340627.119,3832768.68
100.5,25,340628.625,3832772.97
100.5,26,340630.184,3832777.41
100.5,27,340631.697,3832781.73
100.5,28,340633.208,3832786.03
101.5,4,340596.169,3832682.68
101.5,5,340597.733,3832687.13
101.5,6,340599.208,3832691.34
101.5,7,340600.715,3832695.64
101.5,8,340602.239,3832699.98
101.5,9,340603.681,3832704.09
101.5,10,340605.217,3832708.47
101.5,11,340606.816,3832713.02
101.5,12,340608.322,3832717.32
101.5,13,340609.846,3832721.66
101.5,14,340611.393,3832726.07
101.5,15,340612.899,3832730.36
101.5,16,340614.33,3832734.44
101.5,17,340615.805,3832738.65
101.5,18,340617.315,3832742.95
101.5,19,340618.841,3832747.3
101.5,20,340620.373,3832751.67
101.5,21,340621.854,3832755.89
101.5,22,340623.346,3832760.14
101.5,23,340624.921,3832764.63
101.5,24,340626.421,3832768.91
101.5,25,340627.927,3832773.2
101.5,26,340629.487,3832777.65
101.5,27,340630.999,3832781.96
102.5,4,340595.475,3832682.91
102.5,5,340597.039,3832687.37
102.5,6,340598.513,3832691.57
102.5,7,340600.02,3832695.87
102.5,8,340601.543,3832700.21
102.5,9,340602.984,3832704.32
102.5,10,340604.521,3832708.7
102.5,11,340606.121,3832713.26
102.5,12,340607.626,3832717.55
102.5,13,340609.15,3832721.9
102.5,14,340610.699,3832726.31
102.5,15,340612.204,3832730.6
102.5,16,340613.634,3832734.68
102.5,17,340615.109,3832738.88
102.5,18,340616.618,3832743.19
102.5,19,340618.144,3832747.54
102.5,20,340619.676,3832751.9
102.5,21,340621.156,3832756.12
102.5,22,340622.648,3832760.38
102.5,23,340624.224,3832764.87
102.5,24,340625.723,3832769.14
102.5,25,340627.228,3832773.43
102.5,26,340628.789,3832777.88
102.5,27,340630.301,3832782.19
103.5,4,340594.78,3832683.14
103.5,5,340596.345,3832687.6
103.5,6,340597.818,3832691.81
103.5,7,340599.325,3832696.1
103.5,8,340600.847,3832700.44
103.5,9,340602.287,3832704.55
103.5,10,340603.824,3832708.93
103.5,11,340605.426,3832713.49
103.5,12,340606.93,3832717.78
103.5,13,340608.455,3832722.13
103.5,14,340610.005,3832726.55
103.5,15,340611.51,3832730.84
103.5,16,340612.938,3832734.91
103.5,17,340614.412,3832739.12
103.5,18,340615.921,3832743.42
103.5,19,340617.448,3832747.77
103.5,20,340618.979,3832752.14
103.5,21,340620.458,3832756.36
103.5,22,340621.95,3832760.61
103.5,23,340623.526,3832765.1
103.5,24,340625.025,3832769.38
103.5,25,340626.53,3832773.67
103.5,26,340628.091,3832778.12
103.5,27,340629.603,3832782.43
104.5,4,340594.085,3832683.38
104.5,5,340595.65,3832687.84
104.5,6,340597.123,3832692.04
104.5,7,340598.63,3832696.34
104.5,8,340600.151,3832700.68
104.5,9,340601.591,3832704.78
104.5,10,340603.128,3832709.16
104.5,11,340604.73,3832713.73
104.5,12,340606.235,3832718.02
104.5,13,340607.759,3832722.37
104.5,14,340609.311,3832726.79
104.5,15,340610.815,3832731.08
104.5,16,340612.242,3832735.15
104.5,17,340613.715,3832739.35
104.5,18,340615.224,3832743.65
104.5,19,340616.751,3832748.01
104.5,20,340618.282,3832752.37
104.5,21,340619.761,3832756.59
104.5,22,340621.252,3832760.84
104.5,23,340622.829,3832765.34
104.5,24,340624.327,3832769.61
104.5,25,340625.832,3832773.9
104.5,26,340627.393,3832778.35
104.5,27,340628.905,3832782.66
105.5,4,340593.391,3832683.61
105.5,5,340594.956,3832688.08
105.5,6,340596.428,3832692.27
105.5,7,340597.935,3832696.57
105.5,8,340599.456,3832700.91
105.5,9,340600.894,3832705.01
105.5,10,340602.432,3832709.39
105.5,11,340604.035,3832713.97
105.5,12,340605.539,3832718.25
105.5,13,340607.064,3832722.6
105.5,14,340608.617,3832727.03
105.5,15,340610.121,3832731.32
105.5,16,340611.546,3832735.39
105.5,17,340613.019,3832739.59
105.5,18,340614.528,3832743.89
105.5,19,340616.055,3832748.24
105.5,20,340617.585,3832752.61
105.5,21,340619.063,3832756.82
105.5,22,340620.553,3832761.07
105.5,23,340622.131,3832765.57
105.5,24,340623.629,3832769.84
105.5,25,340625.133,3832774.13
105.5,26,340626.695,3832778.59
105.5,27,340628.207,3832782.9
106.5,4,340592.696,3832683.85
106.5,5,340594.262,3832688.31
106.5,6,340595.734,3832692.51
106.5,7,340597.24,3832696.81
106.5,8,340598.76,3832701.14
106.5,9,340600.197,3832705.24
106.5,10,340601.735,3832709.62
106.5,11,340603.34,3832714.2
106.5,12,340604.843,3832718.49
106.5,13,340606.368,3832722.84
106.5,14,340607.923,3832727.27
106.5,15,340609.426,3832731.56
106.5,16,340610.85,3832735.62
106.5,17,340612.322,3832739.82
106.5,18,340613.831,3832744.12
106.5,19,340615.358,3832748.48
106.5,20,340616.888,3832752.84
106.5,21,340618.365,3832757.05
106.5,22,340619.855,3832761.3
106.5,23,340621.434,3832765.8
106.5,24,340622.931,3832770.08
106.5,25,340624.435,3832774.36
106.5,26,340625.998,3832778.82
106.5,27,340627.509,3832783.13
107.5,4,340592.001,3832684.08
107.5,5,340593.568,3832688.55
107.5,6,340595.039,3832692.74
107.5,7,340596.544,3832697.04
107.5,8,340598.064,3832701.37
107.5,9,340599.5,3832705.47
107.5,10,340601.039,3832709.86
107.5,11,340602.645,3832714.44
107.5,12,340604.147,3832718.72
107.5,13,340605.673,3832723.07
107.5,14,340607.229,3832727.51
107.5,15,340608.732,3832731.8
107.5,16,340610.154,3832735.86
107.5,17,340611.625,3832740.05
107.5,18,340613.134,3832744.36
107.5,19,340614.662,3832748.71
107.5,20,340616.191,3832753.08
107.5,21,340617.667,3832757.28
107.5,22,340619.157,3832761.53
107.5,23,340620.736,3832766.04
107.5,24,340622.233,3832770.31
107.5,25,340623.737,3832774.6
107.5,26,340625.3,3832779.06
107.5,27,340626.811,3832783.37
