Plot ID,PI,RA1,RW,XofY
SF-BE-r2-p2896,PI_585454,28,64,4 of 4
SF-BE-r2-p2897,PI_154750,28,65,1 of 4
SF-BE-r2-p2898,PI_154750,28,66,2 of 4
SF-BE-r2-p2899,PI_154750,28,67,3 of 4
SF-BE-r2-p2900,PI_154750,28,68,4 of 4
SF-BE-r2-p2901,PI_329645,28,69,1 of 4
SF-BE-r2-p2902,PI_329645,28,70,2 of 4
SF-BE-r2-p2903,PI_329645,28,71,3 of 4
SF-BE-r2-p2904,PI_329645,28,72,4 of 4
SF-BE-r2-p2905,PI_563332,28,73,1 of 4
SF-BE-r2-p2906,PI_563332,28,74,2 of 4
SF-BE-r2-p2907,PI_563332,28,75,3 of 4
SF-BE-r2-p2908,PI_563332,28,76,4 of 4
SF-BE-r2-p2909,PI_586435,28,77,1 of 4
SF-BE-r2-p2910,PI_586435,28,78,2 of 4
SF-BE-r2-p2911,PI_586435,28,79,3 of 4
SF-BE-r2-p2912,PI_586435,28,80,4 of 4
SF-BE-r2-p2913,PI_586541,28,81,1 of 4
SF-BE-r2-p2914,PI_586541,28,82,2 of 4
SF-BE-r2-p2915,PI_586541,28,83,3 of 4
SF-BE-r2-p2916,PI_586541,28,84,4 of 4
SF-BE-r2-p2917,PI_653616,28,85,1 of 4
SF-BE-r2-p2918,PI_653616,28,86,2 of 4
SF-BE-r2-p2919,PI_653616,28,87,3 of 4
SF-BE-r2-p2920,PI_653616,28,88,4 of 4
SF-BE-r2-p2921,PI_641850,28,89,1 of 4
SF-BE-r2-p2922,PI_641850,28,90,2 of 4
SF-BE-r2-p2923,PI_641850,28,91,3 of 4
SF-BE-r2-p2924,PI_641850,28,92,4 of 4
SF-BE-r2-p2925,PI_641821,28,93,1 of 4
SF-BE-r2-p2926,PI_641821,28,94,2 of 4
SF-BE-r2-p2927,PI_641821,28,95,3 of 4
SF-BE-r2-p2928,PI_641821,28,96,4 of 4
SF-BE-r2-p2929,PI_330796,29,49,1 of 4
SF-BE-r2-p2930,PI_330796,29,50,2 of 4
SF-BE-r2-p2931,PI_330796,29,51,3 of 4
SF-BE-r2-p2932,PI_330796,29,52,4 of 4
SF-BE-r2-p2933,PI_329569,29,53,1 of 4
SF-BE-r2-p2934,PI_329569,29,54,2 of 4
SF-BE-r2-p2935,PI_329569,29,55,3 of 4
SF-BE-r2-p2936,PI_329569,29,56,4 of 4
SF-BE-r2-p2937,PI_569462,29,57,1 of 4
SF-BE-r2-p2938,PI_569462,29,58,2 of 4
SF-BE-r2-p2939,PI_569462,29,59,3 of 4
SF-BE-r2-p2940,PI_569462,29,60,4 of 4
SF-BE-r2-p2941,PI_196049,29,61,1 of 4
SF-BE-r2-p2942,PI_196049,29,62,2 of 4
SF-BE-r2-p2943,PI_196049,29,63,3 of 4
SF-BE-r2-p2944,PI_196049,29,64,4 of 4
SF-BE-r2-p2945,PI_330181,29,65,1 of 4
SF-BE-r2-p2946,PI_330181,29,66,2 of 4
SF-BE-r2-p2947,PI_330181,29,67,3 of 4
SF-BE-r2-p2948,PI_330181,29,68,4 of 4
SF-BE-r2-p2949,PI_329517,29,69,1 of 4
SF-BE-r2-p2950,PI_329517,29,70,2 of 4
SF-BE-r2-p2951,PI_329517,29,71,3 of 4
SF-BE-r2-p2952,PI_329517,29,72,4 of 4
SF-BE-r2-p2953,PI_167093,29,73,1 of 4
SF-BE-r2-p2954,PI_167093,29,74,2 of 4
SF-BE-r2-p2955,PI_167093,29,75,3 of 4
SF-BE-r2-p2956,PI_167093,29,76,4 of 4
SF-BE-r2-p2957,PI_196598,29,77,1 of 4
SF-BE-r2-p2958,PI_196598,29,78,2 of 4
SF-BE-r2-p2959,PI_196598,29,79,3 of 4
SF-BE-r2-p2960,PI_196598,29,80,4 of 4
SF-BE-r2-p2961,PI_646251,30,49,1 of 4
SF-BE-r2-p2962,PI_646251,30,50,2 of 4
SF-BE-r2-p2963,PI_646251,30,51,3 of 4
SF-BE-r2-p2964,PI_646251,30,52,4 of 4
SF-BE-r2-p2965,PI_562897,30,53,1 of 4
SF-BE-r2-p2966,PI_562897,30,54,2 of 4
SF-BE-r2-p2967,PI_562897,30,55,3 of 4
SF-BE-r2-p2968,PI_562897,30,56,4 of 4
SF-BE-r2-p2969,PI_330858,30,57,1 of 4
SF-BE-r2-p2970,PI_330858,30,58,2 of 4
SF-BE-r2-p2971,PI_330858,30,59,3 of 4
SF-BE-r2-p2972,PI_330858,30,60,4 of 4
SF-BE-r2-p2973,PI_569459,30,61,1 of 4
SF-BE-r2-p2974,PI_569459,30,62,2 of 4
SF-BE-r2-p2975,PI_569459,30,63,3 of 4
SF-BE-r2-p2976,PI_569459,30,64,4 of 4
SF-BE-r2-p2977,PI_329865,30,65,1 of 4
SF-BE-r2-p2978,PI_329865,30,66,2 of 4
SF-BE-r2-p2979,PI_329865,30,67,3 of 4
SF-BE-r2-p2980,PI_329865,30,68,4 of 4
SF-BE-r2-p2981,PI_156268,30,69,1 of 4
SF-BE-r2-p2982,PI_156268,30,70,2 of 4
SF-BE-r2-p2983,PI_156268,30,71,3 of 4
SF-BE-r2-p2984,PI_156268,30,72,4 of 4
SF-BE-r2-p2985,PI_570053,30,73,1 of 4
SF-BE-r2-p2986,PI_570053,30,74,2 of 4
SF-BE-r2-p2987,PI_570053,30,75,3 of 4
SF-BE-r2-p2988,PI_570053,30,76,4 of 4
SF-BE-r2-p2989,PI_181080,30,77,1 of 4
SF-BE-r2-p2990,PI_181080,30,78,2 of 4
SF-BE-r2-p2991,PI_181080,30,79,3 of 4
SF-BE-r2-p2992,PI_181080,30,80,4 of 4
SF-BE-r2-p2993,PI_329711,31,49,1 of 4
SF-BE-r2-p2994,PI_329711,31,50,2 of 4
SF-BE-r2-p2995,PI_329711,31,51,3 of 4
SF-BE-r2-p2996,PI_329711,31,52,4 of 4
SF-BE-r2-p2997,PI_152961,31,53,1 of 4
SF-BE-r2-p2998,PI_152961,31,54,2 of 4
SF-BE-r2-p2999,PI_152961,31,55,3 of 4
SF-BE-r2-p3000,PI_152961,31,56,4 of 4
SF-BE-r2-p3001,PI_257599,31,57,1 of 4
SF-BE-r2-p3002,PI_257599,31,58,2 of 4
SF-BE-r2-p3003,PI_257599,31,59,3 of 4
SF-BE-r2-p3004,PI_257599,31,60,4 of 4
SF-BE-r2-p3005,PI_521290,31,61,1 of 4
SF-BE-r2-p3006,PI_521290,31,62,2 of 4
SF-BE-r2-p3007,PI_521290,31,63,3 of 4
SF-BE-r2-p3008,PI_521290,31,64,4 of 4
SF-BE-r2-p3009,PI_569421,31,65,1 of 4
SF-BE-r2-p3010,PI_569421,31,66,2 of 4
SF-BE-r2-p3011,PI_569421,31,67,3 of 4
SF-BE-r2-p3012,PI_569421,31,68,4 of 4
SF-BE-r2-p3013,CHECK,31,69,1 of 4
SF-BE-r2-p3014,CHECK,31,70,2 of 4
SF-BE-r2-p3015,CHECK,31,71,3 of 4
SF-BE-r2-p3016,CHECK,31,72,4 of 4
SF-BE-r2-p3017,PI_563022,31,73,1 of 4
SF-BE-r2-p3018,PI_563022,31,74,2 of 4
SF-BE-r2-p3019,PI_563022,31,75,3 of 4
SF-BE-r2-p3020,PI_563022,31,76,4 of 4
SF-BE-r2-p3021,PI_253986,31,77,1 of 4
SF-BE-r2-p3022,PI_253986,31,78,2 of 4
SF-BE-r2-p3023,PI_253986,31,79,3 of 4
SF-BE-r2-p3024,PI_253986,31,80,4 of 4
SF-BE-r2-p3025,PI_569460,32,49,1 of 4
SF-BE-r2-p3026,PI_569460,32,50,2 of 4
SF-BE-r2-p3027,PI_569460,32,51,3 of 4
SF-BE-r2-p3028,PI_569460,32,52,4 of 4
SF-BE-r2-p3029,PI_153877,32,53,1 of 4
SF-BE-r2-p3030,PI_153877,32,54,2 of 4
SF-BE-r2-p3031,PI_153877,32,55,3 of 4
SF-BE-r2-p3032,PI_153877,32,56,4 of 4
SF-BE-r2-p3033,PI_569443,32,57,1 of 4
SF-BE-r2-p3034,PI_569443,32,58,2 of 4
SF-BE-r2-p3035,PI_569443,32,59,3 of 4
SF-BE-r2-p3036,PI_569443,32,60,4 of 4
SF-BE-r2-p3037,PI_569435,32,61,1 of 4
SF-BE-r2-p3038,PI_569435,32,62,2 of 4
SF-BE-r2-p3039,PI_569435,32,63,3 of 4
SF-BE-r2-p3040,PI_569435,32,64,4 of 4
SF-BE-r2-p3041,PI_156203,32,65,1 of 4
SF-BE-r2-p3042,PI_156203,32,66,2 of 4
SF-BE-r2-p3043,PI_156203,32,67,3 of 4
SF-BE-r2-p3044,PI_156203,32,68,4 of 4
SF-BE-r2-p3045,PI_570073,32,69,1 of 4
SF-BE-r2-p3046,PI_570073,32,70,2 of 4
SF-BE-r2-p3047,PI_570073,32,71,3 of 4
SF-BE-r2-p3048,PI_570073,32,72,4 of 4
SF-BE-r2-p3049,PI_152727,32,73,1 of 4
SF-BE-r2-p3050,PI_152727,32,74,2 of 4
SF-BE-r2-p3051,PI_152727,32,75,3 of 4
SF-BE-r2-p3052,PI_152727,32,76,4 of 4
SF-BE-r2-p3053,PI_297155,32,77,1 of 4
SF-BE-r2-p3054,PI_297155,32,78,2 of 4
SF-BE-r2-p3055,PI_297155,32,79,3 of 4
SF-BE-r2-p3056,PI_297155,32,80,4 of 4
