Plot ID,PI,RA1,RW,XofY
SF-BE-r1-p0964,PI_154988,21,4,4 of 4
SF-BE-r1-p0965,PI_642998,21,5,1 of 4
SF-BE-r1-p0966,PI_642998,21,6,2 of 4
SF-BE-r1-p0967,PI_642998,21,7,3 of 4
SF-BE-r1-p0968,PI_642998,21,8,4 of 4
SF-BE-r1-p0969,PI_152694,21,9,1 of 4
SF-BE-r1-p0970,PI_152694,21,10,2 of 4
SF-BE-r1-p0971,PI_152694,21,11,3 of 4
SF-BE-r1-p0972,PI_152694,21,12,4 of 4
SF-BE-r1-p0973,CHECK,21,13,1 of 4
SF-BE-r1-p0974,CHECK,21,14,2 of 4
SF-BE-r1-p0975,CHECK,21,15,3 of 4
SF-BE-r1-p0976,CHECK,21,16,4 of 4
SF-BE-r1-p0977,PI_152860,21,17,1 of 4
SF-BE-r1-p0978,PI_152860,21,18,2 of 4
SF-BE-r1-p0979,PI_152860,21,19,3 of 4
SF-BE-r1-p0980,PI_152860,21,20,4 of 4
SF-BE-r1-p0981,PI_570145,21,21,1 of 4
SF-BE-r1-p0982,PI_570145,21,22,2 of 4
SF-BE-r1-p0983,PI_570145,21,23,3 of 4
SF-BE-r1-p0984,PI_570145,21,24,4 of 4
SF-BE-r1-p0985,PI_329506,21,25,1 of 4
SF-BE-r1-p0986,PI_329506,21,26,2 of 4
SF-BE-r1-p0987,PI_329506,21,27,3 of 4
SF-BE-r1-p0988,PI_329506,21,28,4 of 4
SF-BE-r1-p0989,PI_563032,21,29,1 of 4
SF-BE-r1-p0990,PI_563032,21,30,2 of 4
SF-BE-r1-p0991,PI_563032,21,31,3 of 4
SF-BE-r1-p0992,PI_563032,21,32,4 of 4
SF-BE-r1-p0993,PI_569445,21,33,1 of 4
SF-BE-r1-p0994,PI_569445,21,34,2 of 4
SF-BE-r1-p0995,PI_569445,21,35,3 of 4
SF-BE-r1-p0996,PI_569445,21,36,4 of 4
SF-BE-r1-p0997,PI_562970,21,37,1 of 4
SF-BE-r1-p0998,PI_562970,21,38,2 of 4
SF-BE-r1-p0999,PI_562970,21,39,3 of 4
SF-BE-r1-p1000,PI_562970,21,40,4 of 4
SF-BE-r1-p1001,PI_329478,21,41,1 of 4
SF-BE-r1-p1002,PI_329478,21,42,2 of 4
SF-BE-r1-p1003,PI_329478,21,43,3 of 4
SF-BE-r1-p1004,PI_329478,21,44,4 of 4
SF-BE-r1-p1005,PI_329466,21,45,1 of 4
SF-BE-r1-p1006,PI_329466,21,46,2 of 4
SF-BE-r1-p1007,PI_329466,21,47,3 of 4
SF-BE-r1-p1008,PI_329466,21,48,4 of 4
SF-BE-r1-p1009,PI_535796,22,1,1 of 4
SF-BE-r1-p1010,PI_535796,22,2,2 of 4
SF-BE-r1-p1011,PI_535796,22,3,3 of 4
SF-BE-r1-p1012,PI_535796,22,4,4 of 4
SF-BE-r1-p1013,PI_196598,22,5,1 of 4
SF-BE-r1-p1014,PI_196598,22,6,2 of 4
SF-BE-r1-p1015,PI_196598,22,7,3 of 4
SF-BE-r1-p1016,PI_196598,22,8,4 of 4
SF-BE-r1-p1017,PI_152862,22,9,1 of 4
SF-BE-r1-p1018,PI_152862,22,10,2 of 4
SF-BE-r1-p1019,PI_152862,22,11,3 of 4
SF-BE-r1-p1020,PI_152862,22,12,4 of 4
SF-BE-r1-p1021,PI_586443,22,13,1 of 4
SF-BE-r1-p1022,PI_586443,22,14,2 of 4
SF-BE-r1-p1023,PI_586443,22,15,3 of 4
SF-BE-r1-p1024,PI_586443,22,16,4 of 4
SF-BE-r1-p1025,PI_563022,22,17,1 of 4
SF-BE-r1-p1026,PI_563022,22,18,2 of 4
SF-BE-r1-p1027,PI_563022,22,19,3 of 4
SF-BE-r1-p1028,PI_563022,22,20,4 of 4
SF-BE-r1-p1029,PI_154944,22,21,1 of 4
SF-BE-r1-p1030,PI_154944,22,22,2 of 4
SF-BE-r1-p1031,PI_154944,22,23,3 of 4
SF-BE-r1-p1032,PI_154944,22,24,4 of 4
SF-BE-r1-p1033,PI_152967,22,25,1 of 4
SF-BE-r1-p1034,PI_152967,22,26,2 of 4
SF-BE-r1-p1035,PI_152967,22,27,3 of 4
SF-BE-r1-p1036,PI_152967,22,28,4 of 4
SF-BE-r1-p1037,PI_329864,22,29,1 of 4
SF-BE-r1-p1038,PI_329864,22,30,2 of 4
SF-BE-r1-p1039,PI_329864,22,31,3 of 4
SF-BE-r1-p1040,PI_329864,22,32,4 of 4
SF-BE-r1-p1041,PI_152963,22,33,1 of 4
SF-BE-r1-p1042,PI_152963,22,34,2 of 4
SF-BE-r1-p1043,PI_152963,22,35,3 of 4
SF-BE-r1-p1044,PI_152963,22,36,4 of 4
SF-BE-r1-p1045,PI_525049,22,37,1 of 4
SF-BE-r1-p1046,PI_525049,22,38,2 of 4
SF-BE-r1-p1047,PI_525049,22,39,3 of 4
SF-BE-r1-p1048,PI_525049,22,40,4 of 4
SF-BE-r1-p1049,PI_563222,22,41,1 of 4
SF-BE-r1-p1050,PI_563222,22,42,2 of 4
SF-BE-r1-p1051,PI_563222,22,43,3 of 4
SF-BE-r1-p1052,PI_563222,22,44,4 of 4
SF-BE-r1-p1053,PI_337680,22,45,1 of 4
SF-BE-r1-p1054,PI_337680,22,46,2 of 4
SF-BE-r1-p1055,PI_337680,22,47,3 of 4
SF-BE-r1-p1056,PI_337680,22,48,4 of 4
SF-BE-r1-p1057,PI_533792,23,1,1 of 4
SF-BE-r1-p1058,PI_533792,23,2,2 of 4
SF-BE-r1-p1059,PI_533792,23,3,3 of 4
SF-BE-r1-p1060,PI_533792,23,4,4 of 4
SF-BE-r1-p1061,PI_651493,23,5,1 of 4
SF-BE-r1-p1062,PI_651493,23,6,2 of 4
SF-BE-r1-p1063,PI_651493,23,7,3 of 4
SF-BE-r1-p1064,PI_651493,23,8,4 of 4
SF-BE-r1-p1065,PI_152971,23,9,1 of 4
SF-BE-r1-p1066,PI_152971,23,10,2 of 4
SF-BE-r1-p1067,PI_152971,23,11,3 of 4
SF-BE-r1-p1068,PI_152971,23,12,4 of 4
SF-BE-r1-p1069,PI_524475,23,13,1 of 4
SF-BE-r1-p1070,PI_524475,23,14,2 of 4
SF-BE-r1-p1071,PI_524475,23,15,3 of 4
SF-BE-r1-p1072,PI_524475,23,16,4 of 4
SF-BE-r1-p1073,PI_569459,23,17,1 of 4
SF-BE-r1-p1074,PI_569459,23,18,2 of 4
SF-BE-r1-p1075,PI_569459,23,19,3 of 4
SF-BE-r1-p1076,PI_569459,23,20,4 of 4
SF-BE-r1-p1077,PI_152923,23,21,1 of 4
SF-BE-r1-p1078,PI_152923,23,22,2 of 4
SF-BE-r1-p1079,PI_152923,23,23,3 of 4
SF-BE-r1-p1080,PI_152923,23,24,4 of 4
SF-BE-r1-p1081,PI_266927,23,25,1 of 4
SF-BE-r1-p1082,PI_266927,23,26,2 of 4
SF-BE-r1-p1083,PI_266927,23,27,3 of 4
SF-BE-r1-p1084,PI_266927,23,28,4 of 4
SF-BE-r1-p1085,PI_152591,23,29,1 of 4
SF-BE-r1-p1086,PI_152591,23,30,2 of 4
SF-BE-r1-p1087,PI_152591,23,31,3 of 4
SF-BE-r1-p1088,PI_152591,23,32,4 of 4
SF-BE-r1-p1089,PI_563295,23,33,1 of 4
SF-BE-r1-p1090,PI_563295,23,34,2 of 4
SF-BE-r1-p1091,PI_563295,23,35,3 of 4
SF-BE-r1-p1092,PI_563295,23,36,4 of 4
SF-BE-r1-p1093,PI_570114,23,37,1 of 4
SF-BE-r1-p1094,PI_570114,23,38,2 of 4
SF-BE-r1-p1095,PI_570114,23,39,3 of 4
SF-BE-r1-p1096,PI_570114,23,40,4 of 4
SF-BE-r1-p1097,PI_569148,23,41,1 of 4
SF-BE-r1-p1098,PI_569148,23,42,2 of 4
SF-BE-r1-p1099,PI_569148,23,43,3 of 4
SF-BE-r1-p1100,PI_569148,23,44,4 of 4
SF-BE-r1-p1101,PI_156178,23,45,1 of 4
SF-BE-r1-p1102,PI_156178,23,46,2 of 4
SF-BE-r1-p1103,PI_156178,23,47,3 of 4
SF-BE-r1-p1104,PI_156178,23,48,4 of 4
SF-BE-r1-p1105,PI_152828,24,1,1 of 4
SF-BE-r1-p1106,PI_152828,24,2,2 of 4
SF-BE-r1-p1107,PI_152828,24,3,3 of 4
SF-BE-r1-p1108,PI_152828,24,4,4 of 4
SF-BE-r1-p1109,PI_63715,24,5,1 of 4
SF-BE-r1-p1110,PI_63715,24,6,2 of 4
SF-BE-r1-p1111,PI_63715,24,7,3 of 4
SF-BE-r1-p1112,PI_63715,24,8,4 of 4
SF-BE-r1-p1113,PI_641807,24,9,1 of 4
SF-BE-r1-p1114,PI_641807,24,10,2 of 4
SF-BE-r1-p1115,PI_641807,24,11,3 of 4
SF-BE-r1-p1116,PI_641807,24,12,4 of 4
SF-BE-r1-p1117,PI_646266,24,13,1 of 4
SF-BE-r1-p1118,PI_646266,24,14,2 of 4
SF-BE-r1-p1119,PI_646266,24,15,3 of 4
SF-BE-r1-p1120,PI_646266,24,16,4 of 4
SF-BE-r1-p1121,PI_257600,24,17,1 of 4
SF-BE-r1-p1122,PI_257600,24,18,2 of 4
SF-BE-r1-p1123,PI_257600,24,19,3 of 4
SF-BE-r1-p1124,PI_257600,24,20,4 of 4
SF-BE-r1-p1125,PI_329333,24,21,1 of 4
SF-BE-r1-p1126,PI_329333,24,22,2 of 4
SF-BE-r1-p1127,PI_329333,24,23,3 of 4
SF-BE-r1-p1128,PI_329333,24,24,4 of 4
SF-BE-r1-p1129,PI_155149,24,25,1 of 4
SF-BE-r1-p1130,PI_155149,24,26,2 of 4
SF-BE-r1-p1131,PI_155149,24,27,3 of 4
SF-BE-r1-p1132,PI_155149,24,28,4 of 4
SF-BE-r1-p1133,PI_167093,24,29,1 of 4
SF-BE-r1-p1134,PI_167093,24,30,2 of 4
SF-BE-r1-p1135,PI_167093,24,31,3 of 4
SF-BE-r1-p1136,PI_167093,24,32,4 of 4
SF-BE-r1-p1137,PI_156268,24,33,1 of 4
SF-BE-r1-p1138,PI_156268,24,34,2 of 4
SF-BE-r1-p1139,PI_156268,24,35,3 of 4
SF-BE-r1-p1140,PI_156268,24,36,4 of 4
SF-BE-r1-p1141,PI_562985,24,37,1 of 4
SF-BE-r1-p1142,PI_562985,24,38,2 of 4
SF-BE-r1-p1143,PI_562985,24,39,3 of 4
SF-BE-r1-p1144,PI_562985,24,40,4 of 4
SF-BE-r1-p1145,PI_329480,24,41,1 of 4
SF-BE-r1-p1146,PI_329480,24,42,2 of 4
SF-BE-r1-p1147,PI_329480,24,43,3 of 4
SF-BE-r1-p1148,PI_329480,24,44,4 of 4
SF-BE-r1-p1149,PI_329473,24,45,1 of 4
SF-BE-r1-p1150,PI_329473,24,46,2 of 4
SF-BE-r1-p1151,PI_329473,24,47,3 of 4
SF-BE-r1-p1152,PI_329473,24,48,4 of 4
SF-BE-r1-p1153,PI_655978,25,1,1 of 4
SF-BE-r1-p1154,PI_655978,25,2,2 of 4
SF-BE-r1-p1155,PI_655978,25,3,3 of 4
SF-BE-r1-p1156,PI_655978,25,4,4 of 4
SF-BE-r1-p1157,PI_144134,25,5,1 of 4
SF-BE-r1-p1158,PI_144134,25,6,2 of 4
SF-BE-r1-p1159,PI_144134,25,7,3 of 4
SF-BE-r1-p1160,PI_144134,25,8,4 of 4
SF-BE-r1-p1161,PI_641824,25,9,1 of 4
SF-BE-r1-p1162,PI_641824,25,10,2 of 4
SF-BE-r1-p1163,PI_641824,25,11,3 of 4
SF-BE-r1-p1164,PI_641824,25,12,4 of 4
SF-BE-r1-p1165,PI_329501,25,13,1 of 4
SF-BE-r1-p1166,PI_329501,25,14,2 of 4
SF-BE-r1-p1167,PI_329501,25,15,3 of 4
SF-BE-r1-p1168,PI_329501,25,16,4 of 4
SF-BE-r1-p1169,PI_569458,25,17,1 of 4
SF-BE-r1-p1170,PI_569458,25,18,2 of 4
SF-BE-r1-p1171,PI_569458,25,19,3 of 4
SF-BE-r1-p1172,PI_569458,25,20,4 of 4
SF-BE-r1-p1173,PI_570053,25,21,1 of 4
SF-BE-r1-p1174,PI_570053,25,22,2 of 4
SF-BE-r1-p1175,PI_570053,25,23,3 of 4
SF-BE-r1-p1176,PI_570053,25,24,4 of 4
SF-BE-r1-p1177,PI_508366,25,25,1 of 4
SF-BE-r1-p1178,PI_508366,25,26,2 of 4
SF-BE-r1-p1179,PI_508366,25,27,3 of 4
SF-BE-r1-p1180,PI_508366,25,28,4 of 4
SF-BE-r1-p1181,PI_563020,25,29,1 of 4
SF-BE-r1-p1182,PI_563020,25,30,2 of 4
SF-BE-r1-p1183,PI_563020,25,31,3 of 4
SF-BE-r1-p1184,PI_563020,25,32,4 of 4
SF-BE-r1-p1185,PI_585954,25,33,1 of 4
SF-BE-r1-p1186,PI_585954,25,34,2 of 4
SF-BE-r1-p1187,PI_585954,25,35,3 of 4
SF-BE-r1-p1188,PI_585954,25,36,4 of 4
SF-BE-r1-p1189,PI_570091,25,37,1 of 4
SF-BE-r1-p1190,PI_570091,25,38,2 of 4
SF-BE-r1-p1191,PI_570091,25,39,3 of 4
SF-BE-r1-p1192,PI_570091,25,40,4 of 4
SF-BE-r1-p1193,PI_329673,25,41,1 of 4
SF-BE-r1-p1194,PI_329673,25,42,2 of 4
SF-BE-r1-p1195,PI_329673,25,43,3 of 4
SF-BE-r1-p1196,PI_329673,25,44,4 of 4
SF-BE-r1-p1197,PI_514456,25,45,1 of 4
SF-BE-r1-p1198,PI_514456,25,46,2 of 4
SF-BE-r1-p1199,PI_514456,25,47,3 of 4
SF-BE-r1-p1200,PI_514456,25,48,4 of 4
SF-BE-r1-p1201,PI_329435,26,1,1 of 4
SF-BE-r1-p1202,PI_329435,26,2,2 of 4
SF-BE-r1-p1203,PI_329435,26,3,3 of 4
SF-BE-r1-p1204,PI_329435,26,4,4 of 4
SF-BE-r1-p1205,PI_566819,26,5,1 of 4
SF-BE-r1-p1206,PI_566819,26,6,2 of 4
SF-BE-r1-p1207,PI_566819,26,7,3 of 4
SF-BE-r1-p1208,PI_566819,26,8,4 of 4
SF-BE-r1-p1209,PI_251672,26,9,1 of 4
SF-BE-r1-p1210,PI_251672,26,10,2 of 4
SF-BE-r1-p1211,PI_251672,26,11,3 of 4
SF-BE-r1-p1212,PI_251672,26,12,4 of 4
SF-BE-r1-p1213,PI_154750,26,13,1 of 4
SF-BE-r1-p1214,PI_154750,26,14,2 of 4
SF-BE-r1-p1215,PI_154750,26,15,3 of 4
SF-BE-r1-p1216,PI_154750,26,16,4 of 4
SF-BE-r1-p1217,PI_569444,26,17,1 of 4
SF-BE-r1-p1218,PI_569444,26,18,2 of 4
SF-BE-r1-p1219,PI_569444,26,19,3 of 4
SF-BE-r1-p1220,PI_569444,26,20,4 of 4
SF-BE-r1-p1221,PI_303658,26,21,1 of 4
SF-BE-r1-p1222,PI_303658,26,22,2 of 4
SF-BE-r1-p1223,PI_303658,26,23,3 of 4
SF-BE-r1-p1224,PI_303658,26,24,4 of 4
SF-BE-r1-p1225,PI_569455,26,25,1 of 4
SF-BE-r1-p1226,PI_569455,26,26,2 of 4
SF-BE-r1-p1227,PI_569455,26,27,3 of 4
SF-BE-r1-p1228,PI_569455,26,28,4 of 4
SF-BE-r1-p1229,CHECK,26,29,1 of 4
SF-BE-r1-p1230,CHECK,26,30,2 of 4
SF-BE-r1-p1231,CHECK,26,31,3 of 4
SF-BE-r1-p1232,CHECK,26,32,4 of 4
SF-BE-r1-p1233,PI_569443,26,33,1 of 4
SF-BE-r1-p1234,PI_569443,26,34,2 of 4
SF-BE-r1-p1235,PI_569443,26,35,3 of 4
SF-BE-r1-p1236,PI_569443,26,36,4 of 4
SF-BE-r1-p1237,PI_330196,26,37,1 of 4
SF-BE-r1-p1238,PI_330196,26,38,2 of 4
SF-BE-r1-p1239,PI_330196,26,39,3 of 4
SF-BE-r1-p1240,PI_330196,26,40,4 of 4
SF-BE-r1-p1241,PI_329403,26,41,1 of 4
SF-BE-r1-p1242,PI_329403,26,42,2 of 4
SF-BE-r1-p1243,PI_329403,26,43,3 of 4
SF-BE-r1-p1244,PI_329403,26,44,4 of 4
SF-BE-r1-p1245,PI_569422,26,45,1 of 4
SF-BE-r1-p1246,PI_569422,26,46,2 of 4
SF-BE-r1-p1247,PI_569422,26,47,3 of 4
SF-BE-r1-p1248,PI_569422,26,48,4 of 4
SF-BE-r1-p1249,PI_535792,27,1,1 of 4
SF-BE-r1-p1250,PI_535792,27,2,2 of 4
SF-BE-r1-p1251,PI_535792,27,3,3 of 4
SF-BE-r1-p1252,PI_535792,27,4,4 of 4
SF-BE-r1-p1253,Check,27,5,1 of 4
SF-BE-r1-p1254,Check,27,6,2 of 4
SF-BE-r1-p1255,Check,27,7,3 of 4
SF-BE-r1-p1256,Check,27,8,4 of 4
SF-BE-r1-p1257,PI_641862,27,9,1 of 4
SF-BE-r1-p1258,PI_641862,27,10,2 of 4
SF-BE-r1-p1259,PI_641862,27,11,3 of 4
SF-BE-r1-p1260,PI_641862,27,12,4 of 4
SF-BE-r1-p1261,PI_455217,27,13,1 of 4
SF-BE-r1-p1262,PI_455217,27,14,2 of 4
SF-BE-r1-p1263,PI_455217,27,15,3 of 4
SF-BE-r1-p1264,PI_455217,27,16,4 of 4
SF-BE-r1-p1265,PI_570388,27,17,1 of 4
SF-BE-r1-p1266,PI_570388,27,18,2 of 4
SF-BE-r1-p1267,PI_570388,27,19,3 of 4
SF-BE-r1-p1268,PI_570388,27,20,4 of 4
SF-BE-r1-p1269,PI_329614,27,21,1 of 4
SF-BE-r1-p1270,PI_329614,27,22,2 of 4
SF-BE-r1-p1271,PI_329614,27,23,3 of 4
SF-BE-r1-p1272,PI_329614,27,24,4 of 4
SF-BE-r1-p1273,PI_329865,27,25,1 of 4
SF-BE-r1-p1274,PI_329865,27,26,2 of 4
SF-BE-r1-p1275,PI_329865,27,27,3 of 4
SF-BE-r1-p1276,PI_329865,27,28,4 of 4
SF-BE-r1-p1277,PI_330168,27,29,1 of 4
SF-BE-r1-p1278,PI_330168,27,30,2 of 4
SF-BE-r1-p1279,PI_330168,27,31,3 of 4
SF-BE-r1-p1280,PI_330168,27,32,4 of 4
SF-BE-r1-p1281,PI_569420,27,33,1 of 4
SF-BE-r1-p1282,PI_569420,27,34,2 of 4
SF-BE-r1-p1283,PI_569420,27,35,3 of 4
SF-BE-r1-p1284,PI_569420,27,36,4 of 4
SF-BE-r1-p1285,PI_570038,27,37,1 of 4
SF-BE-r1-p1286,PI_570038,27,38,2 of 4
SF-BE-r1-p1287,PI_570038,27,39,3 of 4
SF-BE-r1-p1288,PI_570038,27,40,4 of 4
SF-BE-r1-p1289,PI_329646,27,41,1 of 4
SF-BE-r1-p1290,PI_329646,27,42,2 of 4
SF-BE-r1-p1291,PI_329646,27,43,3 of 4
SF-BE-r1-p1292,PI_329646,27,44,4 of 4
SF-BE-r1-p1293,PI_562971,27,45,1 of 4
SF-BE-r1-p1294,PI_562971,27,46,2 of 4
SF-BE-r1-p1295,PI_562971,27,47,3 of 4
SF-BE-r1-p1296,PI_562971,27,48,4 of 4
SF-BE-r1-p1297,PI_180348,28,1,1 of 4
SF-BE-r1-p1298,PI_180348,28,2,2 of 4
SF-BE-r1-p1299,PI_180348,28,3,3 of 4
SF-BE-r1-p1300,PI_180348,28,4,4 of 4
SF-BE-r1-p1301,PI_655983,28,5,1 of 4
SF-BE-r1-p1302,PI_655983,28,6,2 of 4
SF-BE-r1-p1303,PI_655983,28,7,3 of 4
SF-BE-r1-p1304,PI_655983,28,8,4 of 4
SF-BE-r1-p1305,PI_505735,28,9,1 of 4
SF-BE-r1-p1306,PI_505735,28,10,2 of 4
SF-BE-r1-p1307,PI_505735,28,11,3 of 4
SF-BE-r1-p1308,PI_505735,28,12,4 of 4
SF-BE-r1-p1309,PI_329546,28,13,1 of 4
SF-BE-r1-p1310,PI_329546,28,14,2 of 4
SF-BE-r1-p1311,PI_329546,28,15,3 of 4
SF-BE-r1-p1312,PI_329546,28,16,4 of 4
SF-BE-r1-p1313,PI_453696,28,17,1 of 4
SF-BE-r1-p1314,PI_453696,28,18,2 of 4
SF-BE-r1-p1315,PI_453696,28,19,3 of 4
SF-BE-r1-p1316,PI_453696,28,20,4 of 4
SF-BE-r1-p1317,PI_221651,28,21,1 of 4
SF-BE-r1-p1318,PI_221651,28,22,2 of 4
SF-BE-r1-p1319,PI_221651,28,23,3 of 4
SF-BE-r1-p1320,PI_221651,28,24,4 of 4
SF-BE-r1-p1321,PI_562998,28,25,1 of 4
SF-BE-r1-p1322,PI_562998,28,26,2 of 4
SF-BE-r1-p1323,PI_562998,28,27,3 of 4
SF-BE-r1-p1324,PI_562998,28,28,4 of 4
SF-BE-r1-p1325,PI_257599,28,29,1 of 4
SF-BE-r1-p1326,PI_257599,28,30,2 of 4
SF-BE-r1-p1327,PI_257599,28,31,3 of 4
SF-BE-r1-p1328,PI_257599,28,32,4 of 4
SF-BE-r1-p1329,PI_569427,28,33,1 of 4
SF-BE-r1-p1330,PI_569427,28,34,2 of 4
SF-BE-r1-p1331,PI_569427,28,35,3 of 4
SF-BE-r1-p1332,PI_569427,28,36,4 of 4
SF-BE-r1-p1333,PI_585961,28,37,1 of 4
SF-BE-r1-p1334,PI_585961,28,38,2 of 4
SF-BE-r1-p1335,PI_585961,28,39,3 of 4
SF-BE-r1-p1336,PI_585961,28,40,4 of 4
SF-BE-r1-p1337,PI_330803,28,41,1 of 4
SF-BE-r1-p1338,PI_330803,28,42,2 of 4
SF-BE-r1-p1339,PI_330803,28,43,3 of 4
SF-BE-r1-p1340,PI_330803,28,44,4 of 4
SF-BE-r1-p1341,PI_330807,28,45,1 of 4
SF-BE-r1-p1342,PI_330807,28,46,2 of 4
SF-BE-r1-p1343,PI_330807,28,47,3 of 4
SF-BE-r1-p1344,PI_330807,28,48,4 of 4
SF-BE-r1-p1345,PI_576399,29,1,1 of 4
SF-BE-r1-p1346,PI_576399,29,2,2 of 4
SF-BE-r1-p1347,PI_576399,29,3,3 of 4
SF-BE-r1-p1348,PI_576399,29,4,4 of 4
SF-BE-r1-p1349,PI_147224,29,5,1 of 4
SF-BE-r1-p1350,PI_147224,29,6,2 of 4
SF-BE-r1-p1351,PI_147224,29,7,3 of 4
SF-BE-r1-p1352,PI_147224,29,8,4 of 4
SF-BE-r1-p1353,PI_152966,29,9,1 of 4
SF-BE-r1-p1354,PI_152966,29,10,2 of 4
SF-BE-r1-p1355,PI_152966,29,11,3 of 4
SF-BE-r1-p1356,PI_152966,29,12,4 of 4
SF-BE-r1-p1357,PI_152727,29,13,1 of 4
SF-BE-r1-p1358,PI_152727,29,14,2 of 4
SF-BE-r1-p1359,PI_152727,29,15,3 of 4
SF-BE-r1-p1360,PI_152727,29,16,4 of 4
SF-BE-r1-p1361,PI_563006,29,17,1 of 4
SF-BE-r1-p1362,PI_563006,29,18,2 of 4
SF-BE-r1-p1363,PI_563006,29,19,3 of 4
SF-BE-r1-p1364,PI_563006,29,20,4 of 4
SF-BE-r1-p1365,PI_569452,29,21,1 of 4
SF-BE-r1-p1366,PI_569452,29,22,2 of 4
SF-BE-r1-p1367,PI_569452,29,23,3 of 4
SF-BE-r1-p1368,PI_569452,29,24,4 of 4
SF-BE-r1-p1369,PI_585608,29,25,1 of 4
SF-BE-r1-p1370,PI_585608,29,26,2 of 4
SF-BE-r1-p1371,PI_585608,29,27,3 of 4
SF-BE-r1-p1372,PI_585608,29,28,4 of 4
SF-BE-r1-p1373,PI_569422,29,29,1 of 4
SF-BE-r1-p1374,PI_569422,29,30,2 of 4
SF-BE-r1-p1375,PI_569422,29,31,3 of 4
SF-BE-r1-p1376,PI_569422,29,32,4 of 4
SF-BE-r1-p1377,PI_620157,29,33,1 of 4
SF-BE-r1-p1378,PI_620157,29,34,2 of 4
SF-BE-r1-p1379,PI_620157,29,35,3 of 4
SF-BE-r1-p1380,PI_620157,29,36,4 of 4
SF-BE-r1-p1381,PI_570075,29,37,1 of 4
SF-BE-r1-p1382,PI_570075,29,38,2 of 4
SF-BE-r1-p1383,PI_570075,29,39,3 of 4
SF-BE-r1-p1384,PI_570075,29,40,4 of 4
SF-BE-r1-p1385,PI_330796,29,41,1 of 4
SF-BE-r1-p1386,PI_330796,29,42,2 of 4
SF-BE-r1-p1387,PI_330796,29,43,3 of 4
SF-BE-r1-p1388,PI_330796,29,44,4 of 4
SF-BE-r1-p1389,PI_562982,29,45,1 of 4
SF-BE-r1-p1390,PI_562982,29,46,2 of 4
SF-BE-r1-p1391,PI_562982,29,47,3 of 4
SF-BE-r1-p1392,PI_562982,29,48,4 of 4
SF-BE-r1-p1393,PI_656026,30,1,1 of 4
SF-BE-r1-p1394,PI_656026,30,2,2 of 4
SF-BE-r1-p1395,PI_656026,30,3,3 of 4
SF-BE-r1-p1396,PI_656026,30,4,4 of 4
SF-BE-r1-p1397,PI_152771,30,5,1 of 4
SF-BE-r1-p1398,PI_152771,30,6,2 of 4
SF-BE-r1-p1399,PI_152771,30,7,3 of 4
SF-BE-r1-p1400,PI_152771,30,8,4 of 4
SF-BE-r1-p1401,LEOTI,30,9,1 of 4
SF-BE-r1-p1402,LEOTI,30,10,2 of 4
SF-BE-r1-p1403,LEOTI,30,11,3 of 4
SF-BE-r1-p1404,LEOTI,30,12,4 of 4
SF-BE-r1-p1405,PI_562732,30,13,1 of 4
SF-BE-r1-p1406,PI_562732,30,14,2 of 4
SF-BE-r1-p1407,PI_562732,30,15,3 of 4
SF-BE-r1-p1408,PI_562732,30,16,4 of 4
SF-BE-r1-p1409,PI_455280,30,17,1 of 4
SF-BE-r1-p1410,PI_455280,30,18,2 of 4
SF-BE-r1-p1411,PI_455280,30,19,3 of 4
SF-BE-r1-p1412,PI_455280,30,20,4 of 4
SF-BE-r1-p1413,PI_506114,30,21,1 of 4
SF-BE-r1-p1414,PI_506114,30,22,2 of 4
SF-BE-r1-p1415,PI_506114,30,23,3 of 4
SF-BE-r1-p1416,PI_506114,30,24,4 of 4
SF-BE-r1-p1417,PI_329465,30,25,1 of 4
SF-BE-r1-p1418,PI_329465,30,26,2 of 4
SF-BE-r1-p1419,PI_329465,30,27,3 of 4
SF-BE-r1-p1420,PI_329465,30,28,4 of 4
SF-BE-r1-p1421,PI_562990,30,29,1 of 4
SF-BE-r1-p1422,PI_562990,30,30,2 of 4
SF-BE-r1-p1423,PI_562990,30,31,3 of 4
SF-BE-r1-p1424,PI_562990,30,32,4 of 4
SF-BE-r1-p1425,PI_521152,30,33,1 of 4
SF-BE-r1-p1426,PI_521152,30,34,2 of 4
SF-BE-r1-p1427,PI_521152,30,35,3 of 4
SF-BE-r1-p1428,PI_521152,30,36,4 of 4
SF-BE-r1-p1429,PI_563330,30,37,1 of 4
SF-BE-r1-p1430,PI_563330,30,38,2 of 4
SF-BE-r1-p1431,PI_563330,30,39,3 of 4
SF-BE-r1-p1432,PI_563330,30,40,4 of 4
SF-BE-r1-p1433,PI_152733,30,41,1 of 4
SF-BE-r1-p1434,PI_152733,30,42,2 of 4
SF-BE-r1-p1435,PI_152733,30,43,3 of 4
SF-BE-r1-p1436,PI_152733,30,44,4 of 4
SF-BE-r1-p1437,PI_569423,30,45,1 of 4
SF-BE-r1-p1438,PI_569423,30,46,2 of 4
SF-BE-r1-p1439,PI_569423,30,47,3 of 4
SF-BE-r1-p1440,PI_569423,30,48,4 of 4
SF-BE-r1-p1441,CHECK,31,1,1 of 4
SF-BE-r1-p1442,CHECK,31,2,2 of 4
SF-BE-r1-p1443,CHECK,31,3,3 of 4
SF-BE-r1-p1444,CHECK,31,4,4 of 4
SF-BE-r1-p1445,PI_641810,31,5,1 of 4
