 ,RA1,RA2,RA3,RA4,RA5,RA6,RA7,RA8,RA9,RA10,RA11,RA12,RA13,RA14,RA15,RA16,RA17,RA18,RA19,RA20,RA21,RA22,RA23,RA24,RA25,RA26,RA27,RA28,RA29,RA30,RA31,RA32
Rw27,43.4082,35.686,61.8888,16.9836,51.522,63.0269,28.3249,53.9544,50.6223,58.8247,64.3961,58.0017,41.4111,51.3668,56.112,18.4443,39.0627,42.7529,43.5004,43.0742,51.7851,30.8392,45.8473,50.3247,50.8409,61.5883,28.146,65.4291,54.2092,39.4364,27.8455,44.6415
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw31, , , , , , , , , , , , , , , , , , , , , , , , , , , ,55.0616,38.9894,41.7564,45.9876,62.1929
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw38,20.6536,50.9268,18.2283,41.6751,28.946,24.5927,29.1088,51.4867,46.6516,40.912,36.1622,40.7197,49.2075,58.2545,38.1164,44.4356,44.2181,39.1021,45.0552,27.5836,26.1138,32.8409,36.5012,19.4354,17.3638,6.3376,12.6813,8.7111,31.6065,10.6487,13.1267,8.0583
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw42,33.7141,43.5333,14.9135,29.4495,40.3669,35.9329,11.7661,45.8653,30.5689,43.0793,39.852,59.1756,44.2795,33.3473,23.2128,12.5743,26.7074,32.5371,38.7563,38.9802,14.4071,24.2239,28.7651,21.678,30.8369,21.3723,21.7531,24.3865,40.5915,27.2595,4.2294,22.5562
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw49,11.7956,38.4577,28.6906,47.6397,30.2636,23.5932,19.6857,9.5064,8.3236,39.5378,42.7038,38.1834,42.5659,27.2898,42.0834,20.0662,28.9088,25.2822,27.6261,28.4953,14.9606,12.6945,18.5606,13.8864,11.7325,13.8089,8.1555,2.786,5.7498,13.0716,13.2507,5.577
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw51,36.6686,38.2138,38.3005,44.4913,10.7622,16.6403,19.8506,57.9193,16.0094,36.1478,61.5683,39.0444,5.6539,37.3867,23.6733,28.8251,15.4231,9.3681,26.4273,27.2545,29.8314,10.6654,20.0015,10.5666,23.8121,31.1762,39.3781,5.4657,2.484,11.6731,29.9872,6.1221
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw55,10.0178,43.7434,27.1615,30.6303,19.7194,9.8979,11.7024,49.6813,43.7126,46.1651,47.1909,18.0777,19.6589,37.3017,19.7058,29.2816,25.136,19.4578,16.4287,21.2297,29.6481,11.9865,5.3493,5.7982,5.034,8.8773,16.3832,16.5738,17.9524,26.1356,21.2716,34.6318
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw60,18.3871,30.5421,13.7559,38.9701,26.5754,39.3184,31.4861,43.158,46.7745,18.0191,33.5748,46.2968,49.2686,32.561,32.792,42.6629,44.3532,15.1784,16.4264,19.9108,23.9059,28.2205,1.7672,10.7794,10.797,8.3612,7.2178,38.3954,18.3216,13.3219,29.8031,5.5996
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw63,10.0992,25.6648,24.3618,31.1251,24.846,34.2689,43.0892,34.2031,34.8224,35.9608,18.9238,41.7303,10.4286,35.7773,29.4633,19.9813,12.4626,12.8285,26.9438,20.29,11.8205,19.9362,6.3254,5.1418,15.5064,2.7688,5.0538,16.0063,21.0479,25.7736,14.4422,32.1499
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw67,41.6906,29.8479,41.8379,13.7538,34.4569,74.093,43.0345,70.1157,52.9154,48.9287,36.6241,37.2298,36.8042,27.01,19.692,31.5979,43.3638,25.4773,13.3455,18.6654,28.8878,48.7578,12.646,8.1032,13.2495,10.6538,7.4038,22.5817,35.5801,44.1825,30.9205,11.9968
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw71,15.6581,25.5583,11.9866,26.7129,33.8271,42.0233,65.0829,41.0047,29.8188,22.5386,20.0332,26.411,21.8566,45.0567,41.8749,17.8854,29.8432,37.4613,14.9523,30.1391,10.3933,6.8237,7.5786,16.2634,16.8982,1.2262,1.4879,4.8765,30.6585,35.3245,29.6806,23.4396
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw75,17.8272,35.4854,50.5699,41.6747,25.1182,73.2667,69.3866,43.4502,33.8404,51.2191,39.515,38.848,26.8068,28.5894,36.2705,40.8737,34.3812,35.1779,8.8541,17.3839,21.8279,29.3107,29.4373,18.4733,17.9539,28.3033,27.5881,8.1865,33.5011,34.3002,37.3444,26.3031
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw79,12.479,15.6515,41.6658,27.0269,33.962,62.2798,58.6379,49.7948,31.4865,49.9354,48.3996,47.1351,38.1222,41.516,47.4705,56.0811,50.8094,32.7698,40.6556,16.534,13.6664,34.3367,25.4931,8.4536,18.6686,14.6007,7.6397,27.0237,25.8674,22.9061,25.5282,30.1994
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw83,35.6112,44.1261,30.9538,41.1886,27.6781,48.4664,19.0899,9.7991,44.2726,46.7575,27.5506,41.226,43.8336,50.6677,38.1078,59.49,48.6055,32.9497,33.9411,42.2239,16.4695,29.4132,9.0102,47.1103,18.5662,6.7512,25.1218,30.6409,31.6806,14.0186,41.286,12.3964
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw87, , , ,30.988,40.2148,15.5218,16.3301,22.4763,29.9778,17.8238,27.6217,22.2137,25.4584,50.172,38.2533,39.2383,28.2645,10.5225,19.5871,17.4423,25.2553,38.7465,33.4143,40.3714,19.8704,25.0966,7.7241,36.1174, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw91, , , ,36.7086,46.4653,39.7065,9.6868,11.5408,43.9733,44.9367,48.7802,39.7951,37.914,30.0072,26.9722,32.7669,25.8208,48.2921,53.1028,37.6369,21.9536,37.7685,25.5298,19.968,28.598,19.4236,21.6871,28.2318, , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Rw95, , , ,39.7052,62.3607,47.6626,7.7186,30.8254,39.3544,17.5906,40.8078,28.6883,3.1161,35.2191,2.5859,20.3507,14.5279,38.7442,36.9257,27.1507,26.1702,30.2385,14.5652,20.5639,12.2944,3.0867,36.7464,40.729, , , , 
