PlotID,PI,Ra,Rw,XofY,TAG,Con,Barcode,End
SF-BE-r1-p0539,PI_656035,12,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0539,
SF-BE-r1-p0541,PI_145632,12,13,1 of 4,,,SF-BE-r1-p0541,
SF-BE-r1-p0543,PI_145632,12,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0543,ANTHESIS
SF-BE-r1-p0543,PI_145632,12,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0543,MATURITY
SF-BE-r1-p0543,PI_145632,12,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0543,
SF-BE-r1-p0545,PI_330858,12,17,1 of 4,,,SF-BE-r1-p0545,
SF-BE-r1-p0547,PI_330858,12,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0547,ANTHESIS
SF-BE-r1-p0547,PI_330858,12,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0547,MATURITY
SF-BE-r1-p0547,PI_330858,12,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0547,
SF-BE-r1-p0549,PI_570431,12,21,1 of 4,,,SF-BE-r1-p0549,
SF-BE-r1-p0551,PI_570431,12,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0551,ANTHESIS
SF-BE-r1-p0551,PI_570431,12,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0551,MATURITY
SF-BE-r1-p0551,PI_570431,12,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0551,
SF-BE-r1-p0553,PI_157030,12,25,1 of 4,,,SF-BE-r1-p0553,
SF-BE-r1-p0555,PI_157030,12,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0555,ANTHESIS
SF-BE-r1-p0555,PI_157030,12,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0555,MATURITY
SF-BE-r1-p0555,PI_157030,12,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0555,
SF-BE-r1-p0557,PI_157035,12,29,1 of 4,,,SF-BE-r1-p0557,
SF-BE-r1-p0559,PI_157035,12,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0559,ANTHESIS
SF-BE-r1-p0559,PI_157035,12,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0559,MATURITY
SF-BE-r1-p0559,PI_157035,12,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0559,
SF-BE-r1-p0561,PI_329550,12,33,1 of 4,,,SF-BE-r1-p0561,
SF-BE-r1-p0563,PI_329550,12,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0563,ANTHESIS
SF-BE-r1-p0563,PI_329550,12,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0563,MATURITY
SF-BE-r1-p0563,PI_329550,12,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0563,
SF-BE-r1-p0565,PI_152751,12,37,1 of 4,,,SF-BE-r1-p0565,
SF-BE-r1-p0567,PI_152751,12,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0567,ANTHESIS
SF-BE-r1-p0567,PI_152751,12,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0567,MATURITY
SF-BE-r1-p0567,PI_152751,12,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0567,
SF-BE-r1-p0569,PI_337689,12,41,1 of 4,,,SF-BE-r1-p0569,
SF-BE-r1-p0571,PI_337689,12,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0571,ANTHESIS
SF-BE-r1-p0571,PI_337689,12,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0571,MATURITY
SF-BE-r1-p0571,PI_337689,12,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0571,
SF-BE-r1-p0573,PI_154846,12,45,1 of 4,,,SF-BE-r1-p0573,
SF-BE-r1-p0575,PI_154846,12,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0575,ANTHESIS
SF-BE-r1-p0575,PI_154846,12,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0575,MATURITY
SF-BE-r1-p0575,PI_154846,12,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0575,
SF-BE-r2-p2049,PI_513898,12,49,1 of 4,,,SF-BE-r2-p2049,
SF-BE-r2-p2051,PI_513898,12,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2051,ANTHESIS
SF-BE-r2-p2051,PI_513898,12,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2051,MATURITY
SF-BE-r2-p2051,PI_513898,12,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2051,
SF-BE-r2-p2053,PI_570074,12,53,1 of 4,,,SF-BE-r2-p2053,
SF-BE-r2-p2055,PI_570074,12,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2055,ANTHESIS
SF-BE-r2-p2055,PI_570074,12,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2055,MATURITY
SF-BE-r2-p2055,PI_570074,12,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2055,
SF-BE-r2-p2057,PI_570400,12,57,1 of 4,,,SF-BE-r2-p2057,
SF-BE-r2-p2059,PI_570400,12,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2059,ANTHESIS
SF-BE-r2-p2059,PI_570400,12,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2059,MATURITY
SF-BE-r2-p2059,PI_570400,12,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2059,
SF-BE-r2-p2061,PI_157035,12,61,1 of 4,,,SF-BE-r2-p2061,
SF-BE-r2-p2063,PI_157035,12,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2063,ANTHESIS
SF-BE-r2-p2063,PI_157035,12,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2063,MATURITY
SF-BE-r2-p2063,PI_157035,12,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2063,
SF-BE-r2-p2065,PI_619807,12,65,1 of 4,,,SF-BE-r2-p2065,
SF-BE-r2-p2067,PI_619807,12,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2067,ANTHESIS
SF-BE-r2-p2067,PI_619807,12,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2067,MATURITY
SF-BE-r2-p2067,PI_619807,12,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2067,
SF-BE-r2-p2069,PI_585961,12,69,1 of 4,,,SF-BE-r2-p2069,
SF-BE-r2-p2071,PI_585961,12,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2071,ANTHESIS
SF-BE-r2-p2071,PI_585961,12,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2071,MATURITY
SF-BE-r2-p2071,PI_585961,12,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2071,
SF-BE-r2-p2073,PI_585966,12,73,1 of 4,,,SF-BE-r2-p2073,
SF-BE-r2-p2075,PI_585966,12,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2075,ANTHESIS
SF-BE-r2-p2075,PI_585966,12,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2075,MATURITY
SF-BE-r2-p2075,PI_585966,12,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2075,
SF-BE-r2-p2077,PI_585461,12,77,1 of 4,,,SF-BE-r2-p2077,
SF-BE-r2-p2079,PI_585461,12,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2079,ANTHESIS
SF-BE-r2-p2079,PI_585461,12,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2079,MATURITY
SF-BE-r2-p2079,PI_585461,12,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2079,
SF-BE-r2-p2081,PI_641860,12,81,1 of 4,,,SF-BE-r2-p2081,
SF-BE-r2-p2083,PI_641860,12,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2083,ANTHESIS
SF-BE-r2-p2083,PI_641860,12,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2083,MATURITY
SF-BE-r2-p2083,PI_641860,12,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2083,
SF-BE-r2-p2085,PI_330199,12,85,1 of 4,,,SF-BE-r2-p2085,
SF-BE-r2-p2087,PI_330199,12,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2087,ANTHESIS
SF-BE-r2-p2087,PI_330199,12,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2087,MATURITY
SF-BE-r2-p2087,PI_330199,12,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2087,
SF-BE-r2-p2089,PI_653617,12,89,1 of 4,,,SF-BE-r2-p2089,
SF-BE-r2-p2091,PI_653617,12,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2091,ANTHESIS
SF-BE-r2-p2091,PI_653617,12,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2091,MATURITY
SF-BE-r2-p2091,PI_653617,12,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2091,
SF-BE-r2-p2093,PI_535793,12,93,1 of 4,,,SF-BE-r2-p2093,
SF-BE-r2-p2095,PI_535793,12,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2095,ANTHESIS
SF-BE-r2-p2095,PI_535793,12,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2095,MATURITY
SF-BE-r2-p2095,PI_535793,12,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2095,
SF-BE-r2-p2097,FILL,12,97,1 of 4,,,SF-BE-r2-p2097,
SF-BE-r2-p2099,FILL,12,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2099,ANTHESIS
SF-BE-r2-p2099,FILL,12,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2099,MATURITY
SF-BE-r2-p2099,FILL,12,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2099,
SF-BE-r1-p0577,PI_542718,13,1,1 of 4,,,SF-BE-r1-p0577,
SF-BE-r1-p0579,PI_542718,13,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0579,ANTHESIS
SF-BE-r1-p0579,PI_542718,13,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0579,MATURITY
SF-BE-r1-p0579,PI_542718,13,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0579,
SF-BE-r1-p0581,PI_156890,13,5,1 of 4,,,SF-BE-r1-p0581,
SF-BE-r1-p0583,PI_156890,13,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0583,ANTHESIS
SF-BE-r1-p0583,PI_156890,13,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0583,MATURITY
SF-BE-r1-p0583,PI_156890,13,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0583,
SF-BE-r1-p0585,PI_229841,13,9,1 of 4,,,SF-BE-r1-p0585,
SF-BE-r1-p0587,PI_229841,13,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0587,ANTHESIS
SF-BE-r1-p0587,PI_229841,13,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0587,MATURITY
SF-BE-r1-p0587,PI_229841,13,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0587,
SF-BE-r1-p0589,PI_152965,13,13,1 of 4,,,SF-BE-r1-p0589,
SF-BE-r1-p0591,PI_152965,13,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0591,ANTHESIS
SF-BE-r1-p0591,PI_152965,13,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0591,MATURITY
SF-BE-r1-p0591,PI_152965,13,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0591,
SF-BE-r1-p0593,PI_619838,13,17,1 of 4,,,SF-BE-r1-p0593,
SF-BE-r1-p0595,PI_619838,13,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0595,ANTHESIS
SF-BE-r1-p0595,PI_619838,13,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0595,MATURITY
SF-BE-r1-p0595,PI_619838,13,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0595,
SF-BE-r1-p0597,PI_330182,13,21,1 of 4,,,SF-BE-r1-p0597,
SF-BE-r1-p0599,PI_330182,13,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0599,ANTHESIS
SF-BE-r1-p0599,PI_330182,13,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0599,MATURITY
SF-BE-r1-p0599,PI_330182,13,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0599,
SF-BE-r1-p0601,PI_329644,13,25,1 of 4,,,SF-BE-r1-p0601,
SF-BE-r1-p0603,PI_329644,13,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0603,ANTHESIS
SF-BE-r1-p0603,PI_329644,13,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0603,MATURITY
SF-BE-r1-p0603,PI_329644,13,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0603,
SF-BE-r1-p0605,PI_569097,13,29,1 of 4,,,SF-BE-r1-p0605,
SF-BE-r1-p0607,PI_569097,13,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0607,ANTHESIS
SF-BE-r1-p0607,PI_569097,13,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0607,MATURITY
SF-BE-r1-p0607,PI_569097,13,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0607,
SF-BE-r1-p0609,PI_643008,13,33,1 of 4,,,SF-BE-r1-p0609,
SF-BE-r1-p0611,PI_643008,13,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0611,ANTHESIS
SF-BE-r1-p0611,PI_643008,13,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0611,MATURITY
SF-BE-r1-p0611,PI_643008,13,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0611,
SF-BE-r1-p0613,PI_329301,13,37,1 of 4,,,SF-BE-r1-p0613,
SF-BE-r1-p0615,PI_329301,13,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0615,ANTHESIS
SF-BE-r1-p0615,PI_329301,13,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0615,MATURITY
SF-BE-r1-p0615,PI_329301,13,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0615,
SF-BE-r1-p0617,PI_569425,13,41,1 of 4,,,SF-BE-r1-p0617,
SF-BE-r1-p0619,PI_569425,13,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0619,ANTHESIS
SF-BE-r1-p0619,PI_569425,13,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0619,MATURITY
SF-BE-r1-p0619,PI_569425,13,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0619,
SF-BE-r1-p0621,PI_570393,13,45,1 of 4,,,SF-BE-r1-p0621,
SF-BE-r1-p0623,PI_570393,13,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0623,ANTHESIS
SF-BE-r1-p0623,PI_570393,13,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0623,MATURITY
SF-BE-r1-p0623,PI_570393,13,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0623,
SF-BE-r2-p2101,PI_569452,13,49,1 of 4,,,SF-BE-r2-p2101,
SF-BE-r2-p2103,PI_569452,13,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2103,ANTHESIS
SF-BE-r2-p2103,PI_569452,13,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2103,MATURITY
SF-BE-r2-p2103,PI_569452,13,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2103,
SF-BE-r2-p2105,PI_329333,13,53,1 of 4,,,SF-BE-r2-p2105,
SF-BE-r2-p2107,PI_329333,13,55,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2107,ANTHESIS
SF-BE-r2-p2107,PI_329333,13,55,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2107,MATURITY
SF-BE-r2-p2107,PI_329333,13,55,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2107,
SF-BE-r2-p2109,PI_329510,13,57,1 of 4,,,SF-BE-r2-p2109,
SF-BE-r2-p2111,PI_329510,13,59,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2111,ANTHESIS
SF-BE-r2-p2111,PI_329510,13,59,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2111,MATURITY
SF-BE-r2-p2111,PI_329510,13,59,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2111,
SF-BE-r2-p2113,PI_585954,13,61,1 of 4,,,SF-BE-r2-p2113,
SF-BE-r2-p2115,PI_585954,13,63,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2115,ANTHESIS
SF-BE-r2-p2115,PI_585954,13,63,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2115,MATURITY
SF-BE-r2-p2115,PI_585954,13,63,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2115,
SF-BE-r2-p2117,PI_643008,13,65,1 of 4,,,SF-BE-r2-p2117,
SF-BE-r2-p2119,PI_643008,13,67,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2119,ANTHESIS
SF-BE-r2-p2119,PI_643008,13,67,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2119,MATURITY
SF-BE-r2-p2119,PI_643008,13,67,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2119,
SF-BE-r2-p2121,PI_330803,13,69,1 of 4,,,SF-BE-r2-p2121,
SF-BE-r2-p2123,PI_330803,13,71,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2123,ANTHESIS
SF-BE-r2-p2123,PI_330803,13,71,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2123,MATURITY
SF-BE-r2-p2123,PI_330803,13,71,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2123,
SF-BE-r2-p2125,PI_563331,13,73,1 of 4,,,SF-BE-r2-p2125,
SF-BE-r2-p2127,PI_563331,13,75,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2127,ANTHESIS
SF-BE-r2-p2127,PI_563331,13,75,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2127,MATURITY
SF-BE-r2-p2127,PI_563331,13,75,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2127,
SF-BE-r2-p2129,PI_563020,13,77,1 of 4,,,SF-BE-r2-p2129,
SF-BE-r2-p2131,PI_563020,13,79,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2131,ANTHESIS
SF-BE-r2-p2131,PI_563020,13,79,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2131,MATURITY
SF-BE-r2-p2131,PI_563020,13,79,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2131,
SF-BE-r2-p2133,PI_655981,13,81,1 of 4,,,SF-BE-r2-p2133,
SF-BE-r2-p2135,PI_655981,13,83,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2135,ANTHESIS
SF-BE-r2-p2135,PI_655981,13,83,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2135,MATURITY
SF-BE-r2-p2135,PI_655981,13,83,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2135,
SF-BE-r2-p2137,PI_641835,13,85,1 of 4,,,SF-BE-r2-p2137,
SF-BE-r2-p2139,PI_641835,13,87,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2139,ANTHESIS
SF-BE-r2-p2139,PI_641835,13,87,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2139,MATURITY
SF-BE-r2-p2139,PI_641835,13,87,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2139,
SF-BE-r2-p2141,PI_176766,13,89,1 of 4,,,SF-BE-r2-p2141,
SF-BE-r2-p2143,PI_176766,13,91,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2143,ANTHESIS
SF-BE-r2-p2143,PI_176766,13,91,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2143,MATURITY
SF-BE-r2-p2143,PI_176766,13,91,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2143,
SF-BE-r2-p2145,PI_593916,13,93,1 of 4,,,SF-BE-r2-p2145,
SF-BE-r2-p2147,PI_593916,13,95,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2147,ANTHESIS
SF-BE-r2-p2147,PI_593916,13,95,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2147,MATURITY
SF-BE-r2-p2147,PI_593916,13,95,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2147,
SF-BE-r2-p2149,FILL,13,97,1 of 4,,,SF-BE-r2-p2149,
SF-BE-r2-p2151,FILL,13,99,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2151,ANTHESIS
SF-BE-r2-p2151,FILL,13,99,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2151,MATURITY
SF-BE-r2-p2151,FILL,13,99,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2151,
SF-BE-r1-p0625,PI_655972,14,1,1 of 4,,,SF-BE-r1-p0625,
SF-BE-r1-p0627,PI_655972,14,3,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0627,ANTHESIS
SF-BE-r1-p0627,PI_655972,14,3,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0627,MATURITY
SF-BE-r1-p0627,PI_655972,14,3,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0627,
SF-BE-r1-p0629,PI_145633,14,5,1 of 4,,,SF-BE-r1-p0629,
SF-BE-r1-p0631,PI_145633,14,7,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0631,ANTHESIS
SF-BE-r1-p0631,PI_145633,14,7,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0631,MATURITY
SF-BE-r1-p0631,PI_145633,14,7,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0631,
SF-BE-r1-p0633,PI_641835,14,9,1 of 4,,,SF-BE-r1-p0633,
SF-BE-r1-p0635,PI_641835,14,11,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0635,ANTHESIS
SF-BE-r1-p0635,PI_641835,14,11,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0635,MATURITY
SF-BE-r1-p0635,PI_641835,14,11,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0635,
SF-BE-r1-p0637,PI_641860,14,13,1 of 4,,,SF-BE-r1-p0637,
SF-BE-r1-p0639,PI_641860,14,15,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0639,ANTHESIS
SF-BE-r1-p0639,PI_641860,14,15,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0639,MATURITY
SF-BE-r1-p0639,PI_641860,14,15,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0639,
SF-BE-r1-p0641,PI_513898,14,17,1 of 4,,,SF-BE-r1-p0641,
SF-BE-r1-p0643,PI_513898,14,19,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0643,ANTHESIS
SF-BE-r1-p0643,PI_513898,14,19,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0643,MATURITY
SF-BE-r1-p0643,PI_513898,14,19,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0643,
SF-BE-r1-p0645,PI_506069,14,21,1 of 4,,,SF-BE-r1-p0645,
SF-BE-r1-p0647,PI_506069,14,23,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0647,ANTHESIS
SF-BE-r1-p0647,PI_506069,14,23,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0647,MATURITY
SF-BE-r1-p0647,PI_506069,14,23,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0647,
SF-BE-r1-p0649,PI_273465,14,25,1 of 4,,,SF-BE-r1-p0649,
SF-BE-r1-p0651,PI_273465,14,27,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0651,ANTHESIS
SF-BE-r1-p0651,PI_273465,14,27,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0651,MATURITY
SF-BE-r1-p0651,PI_273465,14,27,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0651,
SF-BE-r1-p0653,PI_329570,14,29,1 of 4,,,SF-BE-r1-p0653,
SF-BE-r1-p0655,PI_329570,14,31,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0655,ANTHESIS
SF-BE-r1-p0655,PI_329570,14,31,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0655,MATURITY
SF-BE-r1-p0655,PI_329570,14,31,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0655,
SF-BE-r1-p0657,PI_152961,14,33,1 of 4,,,SF-BE-r1-p0657,
SF-BE-r1-p0659,PI_152961,14,35,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0659,ANTHESIS
SF-BE-r1-p0659,PI_152961,14,35,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0659,MATURITY
SF-BE-r1-p0659,PI_152961,14,35,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0659,
SF-BE-r1-p0661,PI_154987,14,37,1 of 4,,,SF-BE-r1-p0661,
SF-BE-r1-p0663,PI_154987,14,39,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0663,ANTHESIS
SF-BE-r1-p0663,PI_154987,14,39,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0663,MATURITY
SF-BE-r1-p0663,PI_154987,14,39,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0663,
SF-BE-r1-p0665,PI_569423,14,41,1 of 4,,,SF-BE-r1-p0665,
SF-BE-r1-p0667,PI_569423,14,43,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0667,ANTHESIS
SF-BE-r1-p0667,PI_569423,14,43,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0667,MATURITY
SF-BE-r1-p0667,PI_569423,14,43,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0667,
SF-BE-r1-p0669,PI_646242,14,45,1 of 4,,,SF-BE-r1-p0669,
SF-BE-r1-p0671,PI_646242,14,47,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r1-p0671,ANTHESIS
SF-BE-r1-p0671,PI_646242,14,47,3 of 4,PANICLE,PAN.,PAN.SF-BE-r1-p0671,MATURITY
SF-BE-r1-p0671,PI_646242,14,47,3 of 4,LEAF,LEF.,LEF.SF-BE-r1-p0671,
SF-BE-r2-p2153,PI_506069,14,49,1 of 4,,,SF-BE-r2-p2153,
SF-BE-r2-p2155,PI_506069,14,51,3 of 4,BIOMASS,BMS.,BMS.SF-BE-r2-p2155,ANTHESIS
SF-BE-r2-p2155,PI_506069,14,51,3 of 4,PANICLE,PAN.,PAN.SF-BE-r2-p2155,MATURITY
SF-BE-r2-p2155,PI_506069,14,51,3 of 4,LEAF,LEF.,LEF.SF-BE-r2-p2155,
SF-BE-r2-p2157,PI_329841,14,53,1 of 4,,,SF-BE-r2-p2157,
